Dataset Name;Image Name;Characteristics [Organism];Term Source 1 REF;Term Source 1 Accession;Characteristics [Cell Line];Term Source 2 REF;Term Source 2 Accession;Comment [Cell Line];Characteristics [Cell Cycle Phase];Term Source 3 REF;Term Source 3 Accession;Experimental Condition [Sister Chromatid Labelling];Experimental Condition [Genome Editing];Experimental Condition [ # fill in];Comment [Gene Identifier];Comment [Gene Symbol];Comment [Gene Annotation Comments];Assay Name;Source Name;Image File;Comment [Image File Path];Comment [Image File Type];Channels;Processed Data File
NIPBL_AID_Minus;2045_minus_aux_stain_hoechst_nipbl_pos11-23 #01.tif;Homo sapiens;NCBITaxon;9606;HeLa;EFO;EFO_0001185;HeLa Kyoto;Asynchronous;;;None;NIPBL-AID cell line. NIPBL tagged with mini-AID tag. OsTIR1F74G integrated into safe harbour locus for acute depletion of NIPBL upon addition of 5-Ph-IAA.;nipbl_aid_minus_aux;ENSG00000164190;NIPBL;;measure_nuclear_nipbl_levels;nipbl-aid_minus_aux_field_11;2045_minus_aux_stain_hoechst_nipbl_pos11-23 #01.tif;idr_upload/images/experiment5/nipbl-aid/nipbl_aid_minus_aux;processed;hoechst, nipbl-aid-megfp;idr0000_experiment5_processed_measure_nuclear_protein_levels_all_conditions.txt
NIPBL_AID_Minus;2045_minus_aux_stain_hoechst_nipbl_pos11-23 #02.tif;Homo sapiens;NCBITaxon;9606;HeLa;EFO;EFO_0001185;HeLa Kyoto;Asynchronous;;;None;NIPBL-AID cell line. NIPBL tagged with mini-AID tag. OsTIR1F74G integrated into safe harbour locus for acute depletion of NIPBL upon addition of 5-Ph-IAA.;nipbl_aid_minus_aux;ENSG00000164190;NIPBL;;measure_nuclear_nipbl_levels;nipbl-aid_minus_aux_field_12;2045_minus_aux_stain_hoechst_nipbl_pos11-23 #02.tif;idr_upload/images/experiment5/nipbl-aid/nipbl_aid_minus_aux;processed;hoechst, nipbl-aid-megfp;idr0000_experiment5_processed_measure_nuclear_protein_levels_all_conditions.txt
NIPBL_AID_Minus;2045_minus_aux_stain_hoechst_nipbl_pos11-23 #03.tif;Homo sapiens;NCBITaxon;9606;HeLa;EFO;EFO_0001185;HeLa Kyoto;Asynchronous;;;None;NIPBL-AID cell line. NIPBL tagged with mini-AID tag. OsTIR1F74G integrated into safe harbour locus for acute depletion of NIPBL upon addition of 5-Ph-IAA.;nipbl_aid_minus_aux;ENSG00000164190;NIPBL;;measure_nuclear_nipbl_levels;nipbl-aid_minus_aux_field_13;2045_minus_aux_stain_hoechst_nipbl_pos11-23 #03.tif;idr_upload/images/experiment5/nipbl-aid/nipbl_aid_minus_aux;processed;hoechst, nipbl-aid-megfp;idr0000_experiment5_processed_measure_nuclear_protein_levels_all_conditions.txt
NIPBL_AID_Minus;2045_minus_aux_stain_hoechst_nipbl_pos11-23 #04.tif;Homo sapiens;NCBITaxon;9606;HeLa;EFO;EFO_0001185;HeLa Kyoto;Asynchronous;;;None;NIPBL-AID cell line. NIPBL tagged with mini-AID tag. OsTIR1F74G integrated into safe harbour locus for acute depletion of NIPBL upon addition of 5-Ph-IAA.;nipbl_aid_minus_aux;ENSG00000164190;NIPBL;;measure_nuclear_nipbl_levels;nipbl-aid_minus_aux_field_14;2045_minus_aux_stain_hoechst_nipbl_pos11-23 #04.tif;idr_upload/images/experiment5/nipbl-aid/nipbl_aid_minus_aux;processed;hoechst, nipbl-aid-megfp;idr0000_experiment5_processed_measure_nuclear_protein_levels_all_conditions.txt
NIPBL_AID_Minus;2045_minus_aux_stain_hoechst_nipbl_pos11-23 #05.tif;Homo sapiens;NCBITaxon;9606;HeLa;EFO;EFO_0001185;HeLa Kyoto;Asynchronous;;;None;NIPBL-AID cell line. NIPBL tagged with mini-AID tag. OsTIR1F74G integrated into safe harbour locus for acute depletion of NIPBL upon addition of 5-Ph-IAA.;nipbl_aid_minus_aux;ENSG00000164190;NIPBL;;measure_nuclear_nipbl_levels;nipbl-aid_minus_aux_field_15;2045_minus_aux_stain_hoechst_nipbl_pos11-23 #05.tif;idr_upload/images/experiment5/nipbl-aid/nipbl_aid_minus_aux;processed;hoechst, nipbl-aid-megfp;idr0000_experiment5_processed_measure_nuclear_protein_levels_all_conditions.txt
NIPBL_AID_Minus;2045_minus_aux_stain_hoechst_nipbl_pos11-23 #06.tif;Homo sapiens;NCBITaxon;9606;HeLa;EFO;EFO_0001185;HeLa Kyoto;Asynchronous;;;None;NIPBL-AID cell line. NIPBL tagged with mini-AID tag. OsTIR1F74G integrated into safe harbour locus for acute depletion of NIPBL upon addition of 5-Ph-IAA.;nipbl_aid_minus_aux;ENSG00000164190;NIPBL;;measure_nuclear_nipbl_levels;nipbl-aid_minus_aux_field_16;2045_minus_aux_stain_hoechst_nipbl_pos11-23 #06.tif;idr_upload/images/experiment5/nipbl-aid/nipbl_aid_minus_aux;processed;hoechst, nipbl-aid-megfp;idr0000_experiment5_processed_measure_nuclear_protein_levels_all_conditions.txt
NIPBL_AID_Minus;2045_minus_aux_stain_hoechst_nipbl_pos11-23 #07.tif;Homo sapiens;NCBITaxon;9606;HeLa;EFO;EFO_0001185;HeLa Kyoto;Asynchronous;;;None;NIPBL-AID cell line. NIPBL tagged with mini-AID tag. OsTIR1F74G integrated into safe harbour locus for acute depletion of NIPBL upon addition of 5-Ph-IAA.;nipbl_aid_minus_aux;ENSG00000164190;NIPBL;;measure_nuclear_nipbl_levels;nipbl-aid_minus_aux_field_17;2045_minus_aux_stain_hoechst_nipbl_pos11-23 #07.tif;idr_upload/images/experiment5/nipbl-aid/nipbl_aid_minus_aux;processed;hoechst, nipbl-aid-megfp;idr0000_experiment5_processed_measure_nuclear_protein_levels_all_conditions.txt
NIPBL_AID_Minus;2045_minus_aux_stain_hoechst_nipbl_pos11-23 #08.tif;Homo sapiens;NCBITaxon;9606;HeLa;EFO;EFO_0001185;HeLa Kyoto;Asynchronous;;;None;NIPBL-AID cell line. NIPBL tagged with mini-AID tag. OsTIR1F74G integrated into safe harbour locus for acute depletion of NIPBL upon addition of 5-Ph-IAA.;nipbl_aid_minus_aux;ENSG00000164190;NIPBL;;measure_nuclear_nipbl_levels;nipbl-aid_minus_aux_field_18;2045_minus_aux_stain_hoechst_nipbl_pos11-23 #08.tif;idr_upload/images/experiment5/nipbl-aid/nipbl_aid_minus_aux;processed;hoechst, nipbl-aid-megfp;idr0000_experiment5_processed_measure_nuclear_protein_levels_all_conditions.txt
NIPBL_AID_Minus;2045_minus_aux_stain_hoechst_nipbl_pos11-23 #09.tif;Homo sapiens;NCBITaxon;9606;HeLa;EFO;EFO_0001185;HeLa Kyoto;Asynchronous;;;None;NIPBL-AID cell line. NIPBL tagged with mini-AID tag. OsTIR1F74G integrated into safe harbour locus for acute depletion of NIPBL upon addition of 5-Ph-IAA.;nipbl_aid_minus_aux;ENSG00000164190;NIPBL;;measure_nuclear_nipbl_levels;nipbl-aid_minus_aux_field_19;2045_minus_aux_stain_hoechst_nipbl_pos11-23 #09.tif;idr_upload/images/experiment5/nipbl-aid/nipbl_aid_minus_aux;processed;hoechst, nipbl-aid-megfp;idr0000_experiment5_processed_measure_nuclear_protein_levels_all_conditions.txt
NIPBL_AID_Minus;2045_minus_aux_stain_hoechst_nipbl_pos11-23 #10.tif;Homo sapiens;NCBITaxon;9606;HeLa;EFO;EFO_0001185;HeLa Kyoto;Asynchronous;;;None;NIPBL-AID cell line. NIPBL tagged with mini-AID tag. OsTIR1F74G integrated into safe harbour locus for acute depletion of NIPBL upon addition of 5-Ph-IAA.;nipbl_aid_minus_aux;ENSG00000164190;NIPBL;;measure_nuclear_nipbl_levels;nipbl-aid_minus_aux_field_20;2045_minus_aux_stain_hoechst_nipbl_pos11-23 #10.tif;idr_upload/images/experiment5/nipbl-aid/nipbl_aid_minus_aux;processed;hoechst, nipbl-aid-megfp;idr0000_experiment5_processed_measure_nuclear_protein_levels_all_conditions.txt
NIPBL_AID_Minus;2045_minus_aux_stain_hoechst_nipbl_pos11-23 #11.tif;Homo sapiens;NCBITaxon;9606;HeLa;EFO;EFO_0001185;HeLa Kyoto;Asynchronous;;;None;NIPBL-AID cell line. NIPBL tagged with mini-AID tag. OsTIR1F74G integrated into safe harbour locus for acute depletion of NIPBL upon addition of 5-Ph-IAA.;nipbl_aid_minus_aux;ENSG00000164190;NIPBL;;measure_nuclear_nipbl_levels;nipbl-aid_minus_aux_field_21;2045_minus_aux_stain_hoechst_nipbl_pos11-23 #11.tif;idr_upload/images/experiment5/nipbl-aid/nipbl_aid_minus_aux;processed;hoechst, nipbl-aid-megfp;idr0000_experiment5_processed_measure_nuclear_protein_levels_all_conditions.txt
NIPBL_AID_Minus;2045_minus_aux_stain_hoechst_nipbl_pos11-23 #12.tif;Homo sapiens;NCBITaxon;9606;HeLa;EFO;EFO_0001185;HeLa Kyoto;Asynchronous;;;None;NIPBL-AID cell line. NIPBL tagged with mini-AID tag. OsTIR1F74G integrated into safe harbour locus for acute depletion of NIPBL upon addition of 5-Ph-IAA.;nipbl_aid_minus_aux;ENSG00000164190;NIPBL;;measure_nuclear_nipbl_levels;nipbl-aid_minus_aux_field_22;2045_minus_aux_stain_hoechst_nipbl_pos11-23 #12.tif;idr_upload/images/experiment5/nipbl-aid/nipbl_aid_minus_aux;processed;hoechst, nipbl-aid-megfp;idr0000_experiment5_processed_measure_nuclear_protein_levels_all_conditions.txt
NIPBL_AID_Minus;2045_minus_aux_stain_hoechst_nipbl_pos11-23 #13.tif;Homo sapiens;NCBITaxon;9606;HeLa;EFO;EFO_0001185;HeLa Kyoto;Asynchronous;;;None;NIPBL-AID cell line. NIPBL tagged with mini-AID tag. OsTIR1F74G integrated into safe harbour locus for acute depletion of NIPBL upon addition of 5-Ph-IAA.;nipbl_aid_minus_aux;ENSG00000164190;NIPBL;;measure_nuclear_nipbl_levels;nipbl-aid_minus_aux_field_23;2045_minus_aux_stain_hoechst_nipbl_pos11-23 #13.tif;idr_upload/images/experiment5/nipbl-aid/nipbl_aid_minus_aux;processed;hoechst, nipbl-aid-megfp;idr0000_experiment5_processed_measure_nuclear_protein_levels_all_conditions.txt
NIPBL_AID_Minus;2045_minus_aux_stain_hoechst_nipbl_pos24-32 #1.tif;Homo sapiens;NCBITaxon;9606;HeLa;EFO;EFO_0001185;HeLa Kyoto;Asynchronous;;;None;NIPBL-AID cell line. NIPBL tagged with mini-AID tag. OsTIR1F74G integrated into safe harbour locus for acute depletion of NIPBL upon addition of 5-Ph-IAA.;nipbl_aid_minus_aux;ENSG00000164190;NIPBL;;measure_nuclear_nipbl_levels;nipbl-aid_minus_aux_field_24;2045_minus_aux_stain_hoechst_nipbl_pos24-32 #1.tif;idr_upload/images/experiment5/nipbl-aid/nipbl_aid_minus_aux;processed;hoechst, nipbl-aid-megfp;idr0000_experiment5_processed_measure_nuclear_protein_levels_all_conditions.txt
NIPBL_AID_Minus;2045_minus_aux_stain_hoechst_nipbl_pos24-32 #2.tif;Homo sapiens;NCBITaxon;9606;HeLa;EFO;EFO_0001185;HeLa Kyoto;Asynchronous;;;None;NIPBL-AID cell line. NIPBL tagged with mini-AID tag. OsTIR1F74G integrated into safe harbour locus for acute depletion of NIPBL upon addition of 5-Ph-IAA.;nipbl_aid_minus_aux;ENSG00000164190;NIPBL;;measure_nuclear_nipbl_levels;nipbl-aid_minus_aux_field_25;2045_minus_aux_stain_hoechst_nipbl_pos24-32 #2.tif;idr_upload/images/experiment5/nipbl-aid/nipbl_aid_minus_aux;processed;hoechst, nipbl-aid-megfp;idr0000_experiment5_processed_measure_nuclear_protein_levels_all_conditions.txt
NIPBL_AID_Minus;2045_minus_aux_stain_hoechst_nipbl_pos24-32 #3.tif;Homo sapiens;NCBITaxon;9606;HeLa;EFO;EFO_0001185;HeLa Kyoto;Asynchronous;;;None;NIPBL-AID cell line. NIPBL tagged with mini-AID tag. OsTIR1F74G integrated into safe harbour locus for acute depletion of NIPBL upon addition of 5-Ph-IAA.;nipbl_aid_minus_aux;ENSG00000164190;NIPBL;;measure_nuclear_nipbl_levels;nipbl-aid_minus_aux_field_26;2045_minus_aux_stain_hoechst_nipbl_pos24-32 #3.tif;idr_upload/images/experiment5/nipbl-aid/nipbl_aid_minus_aux;processed;hoechst, nipbl-aid-megfp;idr0000_experiment5_processed_measure_nuclear_protein_levels_all_conditions.txt
NIPBL_AID_Minus;2045_minus_aux_stain_hoechst_nipbl_pos24-32 #4.tif;Homo sapiens;NCBITaxon;9606;HeLa;EFO;EFO_0001185;HeLa Kyoto;Asynchronous;;;None;NIPBL-AID cell line. NIPBL tagged with mini-AID tag. OsTIR1F74G integrated into safe harbour locus for acute depletion of NIPBL upon addition of 5-Ph-IAA.;nipbl_aid_minus_aux;ENSG00000164190;NIPBL;;measure_nuclear_nipbl_levels;nipbl-aid_minus_aux_field_27;2045_minus_aux_stain_hoechst_nipbl_pos24-32 #4.tif;idr_upload/images/experiment5/nipbl-aid/nipbl_aid_minus_aux;processed;hoechst, nipbl-aid-megfp;idr0000_experiment5_processed_measure_nuclear_protein_levels_all_conditions.txt
NIPBL_AID_Minus;2045_minus_aux_stain_hoechst_nipbl_pos24-32 #5.tif;Homo sapiens;NCBITaxon;9606;HeLa;EFO;EFO_0001185;HeLa Kyoto;Asynchronous;;;None;NIPBL-AID cell line. NIPBL tagged with mini-AID tag. OsTIR1F74G integrated into safe harbour locus for acute depletion of NIPBL upon addition of 5-Ph-IAA.;nipbl_aid_minus_aux;ENSG00000164190;NIPBL;;measure_nuclear_nipbl_levels;nipbl-aid_minus_aux_field_28;2045_minus_aux_stain_hoechst_nipbl_pos24-32 #5.tif;idr_upload/images/experiment5/nipbl-aid/nipbl_aid_minus_aux;processed;hoechst, nipbl-aid-megfp;idr0000_experiment5_processed_measure_nuclear_protein_levels_all_conditions.txt
NIPBL_AID_Minus;2045_minus_aux_stain_hoechst_nipbl_pos24-32 #6.tif;Homo sapiens;NCBITaxon;9606;HeLa;EFO;EFO_0001185;HeLa Kyoto;Asynchronous;;;None;NIPBL-AID cell line. NIPBL tagged with mini-AID tag. OsTIR1F74G integrated into safe harbour locus for acute depletion of NIPBL upon addition of 5-Ph-IAA.;nipbl_aid_minus_aux;ENSG00000164190;NIPBL;;measure_nuclear_nipbl_levels;nipbl-aid_minus_aux_field_29;2045_minus_aux_stain_hoechst_nipbl_pos24-32 #6.tif;idr_upload/images/experiment5/nipbl-aid/nipbl_aid_minus_aux;processed;hoechst, nipbl-aid-megfp;idr0000_experiment5_processed_measure_nuclear_protein_levels_all_conditions.txt
NIPBL_AID_Minus;2045_minus_aux_stain_hoechst_nipbl_pos24-32 #7.tif;Homo sapiens;NCBITaxon;9606;HeLa;EFO;EFO_0001185;HeLa Kyoto;Asynchronous;;;None;NIPBL-AID cell line. NIPBL tagged with mini-AID tag. OsTIR1F74G integrated into safe harbour locus for acute depletion of NIPBL upon addition of 5-Ph-IAA.;nipbl_aid_minus_aux;ENSG00000164190;NIPBL;;measure_nuclear_nipbl_levels;nipbl-aid_minus_aux_field_30;2045_minus_aux_stain_hoechst_nipbl_pos24-32 #7.tif;idr_upload/images/experiment5/nipbl-aid/nipbl_aid_minus_aux;processed;hoechst, nipbl-aid-megfp;idr0000_experiment5_processed_measure_nuclear_protein_levels_all_conditions.txt
NIPBL_AID_Minus;2045_minus_aux_stain_hoechst_nipbl_pos24-32 #8.tif;Homo sapiens;NCBITaxon;9606;HeLa;EFO;EFO_0001185;HeLa Kyoto;Asynchronous;;;None;NIPBL-AID cell line. NIPBL tagged with mini-AID tag. OsTIR1F74G integrated into safe harbour locus for acute depletion of NIPBL upon addition of 5-Ph-IAA.;nipbl_aid_minus_aux;ENSG00000164190;NIPBL;;measure_nuclear_nipbl_levels;nipbl-aid_minus_aux_field_31;2045_minus_aux_stain_hoechst_nipbl_pos24-32 #8.tif;idr_upload/images/experiment5/nipbl-aid/nipbl_aid_minus_aux;processed;hoechst, nipbl-aid-megfp;idr0000_experiment5_processed_measure_nuclear_protein_levels_all_conditions.txt
NIPBL_AID_Minus;2045_minus_aux_stain_hoechst_nipbl_pos24-32 #9.tif;Homo sapiens;NCBITaxon;9606;HeLa;EFO;EFO_0001185;HeLa Kyoto;Asynchronous;;;None;NIPBL-AID cell line. NIPBL tagged with mini-AID tag. OsTIR1F74G integrated into safe harbour locus for acute depletion of NIPBL upon addition of 5-Ph-IAA.;nipbl_aid_minus_aux;ENSG00000164190;NIPBL;;measure_nuclear_nipbl_levels;nipbl-aid_minus_aux_field_32;2045_minus_aux_stain_hoechst_nipbl_pos24-32 #9.tif;idr_upload/images/experiment5/nipbl-aid/nipbl_aid_minus_aux;processed;hoechst, nipbl-aid-megfp;idr0000_experiment5_processed_measure_nuclear_protein_levels_all_conditions.txt
NIPBL_AID_Minus;2045_minus_aux_stain_hoechst_nipbl_pos33-38 #1.tif;Homo sapiens;NCBITaxon;9606;HeLa;EFO;EFO_0001185;HeLa Kyoto;Asynchronous;;;None;NIPBL-AID cell line. NIPBL tagged with mini-AID tag. OsTIR1F74G integrated into safe harbour locus for acute depletion of NIPBL upon addition of 5-Ph-IAA.;nipbl_aid_minus_aux;ENSG00000164190;NIPBL;;measure_nuclear_nipbl_levels;nipbl-aid_minus_aux_field_33;2045_minus_aux_stain_hoechst_nipbl_pos33-38 #1.tif;idr_upload/images/experiment5/nipbl-aid/nipbl_aid_minus_aux;processed;hoechst, nipbl-aid-megfp;idr0000_experiment5_processed_measure_nuclear_protein_levels_all_conditions.txt
NIPBL_AID_Minus;2045_minus_aux_stain_hoechst_nipbl_pos33-38 #2.tif;Homo sapiens;NCBITaxon;9606;HeLa;EFO;EFO_0001185;HeLa Kyoto;Asynchronous;;;None;NIPBL-AID cell line. NIPBL tagged with mini-AID tag. OsTIR1F74G integrated into safe harbour locus for acute depletion of NIPBL upon addition of 5-Ph-IAA.;nipbl_aid_minus_aux;ENSG00000164190;NIPBL;;measure_nuclear_nipbl_levels;nipbl-aid_minus_aux_field_34;2045_minus_aux_stain_hoechst_nipbl_pos33-38 #2.tif;idr_upload/images/experiment5/nipbl-aid/nipbl_aid_minus_aux;processed;hoechst, nipbl-aid-megfp;idr0000_experiment5_processed_measure_nuclear_protein_levels_all_conditions.txt
NIPBL_AID_Minus;2045_minus_aux_stain_hoechst_nipbl_pos33-38 #3.tif;Homo sapiens;NCBITaxon;9606;HeLa;EFO;EFO_0001185;HeLa Kyoto;Asynchronous;;;None;NIPBL-AID cell line. NIPBL tagged with mini-AID tag. OsTIR1F74G integrated into safe harbour locus for acute depletion of NIPBL upon addition of 5-Ph-IAA.;nipbl_aid_minus_aux;ENSG00000164190;NIPBL;;measure_nuclear_nipbl_levels;nipbl-aid_minus_aux_field_35;2045_minus_aux_stain_hoechst_nipbl_pos33-38 #3.tif;idr_upload/images/experiment5/nipbl-aid/nipbl_aid_minus_aux;processed;hoechst, nipbl-aid-megfp;idr0000_experiment5_processed_measure_nuclear_protein_levels_all_conditions.txt
NIPBL_AID_Minus;2045_minus_aux_stain_hoechst_nipbl_pos33-38 #4.tif;Homo sapiens;NCBITaxon;9606;HeLa;EFO;EFO_0001185;HeLa Kyoto;Asynchronous;;;None;NIPBL-AID cell line. NIPBL tagged with mini-AID tag. OsTIR1F74G integrated into safe harbour locus for acute depletion of NIPBL upon addition of 5-Ph-IAA.;nipbl_aid_minus_aux;ENSG00000164190;NIPBL;;measure_nuclear_nipbl_levels;nipbl-aid_minus_aux_field_36;2045_minus_aux_stain_hoechst_nipbl_pos33-38 #4.tif;idr_upload/images/experiment5/nipbl-aid/nipbl_aid_minus_aux;processed;hoechst, nipbl-aid-megfp;idr0000_experiment5_processed_measure_nuclear_protein_levels_all_conditions.txt
