Dataset Name;Image Name;Characteristics [Organism];Term Source 1 REF;Term Source 1 Accession;Characteristics [Cell Line];Term Source 2 REF;Term Source 2 Accession;Comment [Cell Line];Characteristics [Cell Cycle Phase];Term Source 3 REF;Term Source 3 Accession;Experimental Condition [Sister Chromatid Labelling];Experimental Condition [Genome Editing];Experimental Condition [ # fill in];Comment [Gene Identifier];Comment [Gene Symbol];Comment [Gene Annotation Comments];Assay Name;Source Name;Image File;Comment [Image File Path];Comment [Image File Type];Channels;Processed Data File
WT_Prophase;220207_5389_WT_c1_rep1_prophase_smc4_axes_60min_stlc_hemi_zoom5-01-46.czi #5.tif_registered.tif;Homo sapiens;NCBITaxon;9606;HeLa;EFO;EFO_0001185;HeLa Kyoto;Late prophase;NCIT;NCIT_C17014;One sister;;wt_late_prophase_one_sister;ENSG00000113810;SMC4;;sister_chromatid_labelling;wt_late_prophase_one_sister_cell_11;220207_5389_WT_c1_rep1_prophase_smc4_axes_60min_stlc_hemi_zoom5-01-46.czi #5.tif_registered.tif;idr_upload/images/experiment2/wt_late_prophase/wt_late_prophase_one_sister;processed;cyclin_b1, smc4, f-ara-edu, hoechst;idr0000_experiment2_processed_sister_chromatid_labelling.txt, idr0000_experiment2_processed_axis_organisation.txt, idr0000_experiment2_processed_mean_curves.txt
WT_Prophase;220207_5389_WT_c1_rep1_prophase_smc4_axes_60min_stlc_hemi_zoom5-01-46.czi #6.tif_registered.tif;Homo sapiens;NCBITaxon;9606;HeLa;EFO;EFO_0001185;HeLa Kyoto;Late prophase;NCIT;NCIT_C17014;One sister;;wt_late_prophase_one_sister;ENSG00000113810;SMC4;;sister_chromatid_labelling;wt_late_prophase_one_sister_cell_12;220207_5389_WT_c1_rep1_prophase_smc4_axes_60min_stlc_hemi_zoom5-01-46.czi #6.tif_registered.tif;idr_upload/images/experiment2/wt_late_prophase/wt_late_prophase_one_sister;processed;cyclin_b1, smc4, f-ara-edu, hoechst;idr0000_experiment2_processed_sister_chromatid_labelling.txt
WT_Prophase;220207_5389_WT_c1_rep1_prophase_smc4_axes_60min_stlc_hemi_zoom5-01-46.czi #7.tif_registered.tif;Homo sapiens;NCBITaxon;9606;HeLa;EFO;EFO_0001185;HeLa Kyoto;Late prophase;NCIT;NCIT_C17014;One sister;;wt_late_prophase_one_sister;ENSG00000113810;SMC4;;sister_chromatid_labelling;wt_late_prophase_one_sister_cell_13;220207_5389_WT_c1_rep1_prophase_smc4_axes_60min_stlc_hemi_zoom5-01-46.czi #7.tif_registered.tif;idr_upload/images/experiment2/wt_late_prophase/wt_late_prophase_one_sister;processed;cyclin_b1, smc4, f-ara-edu, hoechst;idr0000_experiment2_processed_sister_chromatid_labelling.txt, idr0000_experiment2_processed_axis_organisation.txt, idr0000_experiment2_processed_mean_curves.txt
WT_Prophase;220207_5389_WT_c1_rep1_prophase_smc4_axes_60min_stlc_hemi_zoom5-01-46.czi #8.tif_registered.tif;Homo sapiens;NCBITaxon;9606;HeLa;EFO;EFO_0001185;HeLa Kyoto;Late prophase;NCIT;NCIT_C17014;One sister;;wt_late_prophase_one_sister;ENSG00000113810;SMC4;;sister_chromatid_labelling;wt_late_prophase_one_sister_cell_14;220207_5389_WT_c1_rep1_prophase_smc4_axes_60min_stlc_hemi_zoom5-01-46.czi #8.tif_registered.tif;idr_upload/images/experiment2/wt_late_prophase/wt_late_prophase_one_sister;processed;cyclin_b1, smc4, f-ara-edu, hoechst;idr0000_experiment2_processed_sister_chromatid_labelling.txt
WT_Prophase;220207_5389_WT_c1_rep2_prophase_60min_stlc_hemi_zoom5-02-61-62.tif_registered.tif;Homo sapiens;NCBITaxon;9606;HeLa;EFO;EFO_0001185;HeLa Kyoto;Late prophase;NCIT;NCIT_C17014;One sister;;wt_late_prophase_one_sister;ENSG00000113810;SMC4;;sister_chromatid_labelling;wt_late_prophase_one_sister_cell_15;220207_5389_WT_c1_rep2_prophase_60min_stlc_hemi_zoom5-02-61-62.tif_registered.tif;idr_upload/images/experiment2/wt_late_prophase/wt_late_prophase_one_sister;processed;cyclin_b1, smc4, f-ara-edu, hoechst;idr0000_experiment2_processed_sister_chromatid_labelling.txt
WT_Prophase;220207_5389_WT_c1_rep2_prophase_60min_stlc_hemi_zoom5-02-61-70.tif_registered.tif;Homo sapiens;NCBITaxon;9606;HeLa;EFO;EFO_0001185;HeLa Kyoto;Late prophase;NCIT;NCIT_C17014;One sister;;wt_late_prophase_one_sister;ENSG00000113810;SMC4;;sister_chromatid_labelling;wt_late_prophase_one_sister_cell_16;220207_5389_WT_c1_rep2_prophase_60min_stlc_hemi_zoom5-02-61-70.tif_registered.tif;idr_upload/images/experiment2/wt_late_prophase/wt_late_prophase_one_sister;processed;cyclin_b1, smc4, f-ara-edu, hoechst;idr0000_experiment2_processed_sister_chromatid_labelling.txt
WT_Prophase;220207_5389_WT_c1_rep2_prophase_axes_60min_stlc_hemi_zoom5-01-60.czi #1.tif_registered.tif;Homo sapiens;NCBITaxon;9606;HeLa;EFO;EFO_0001185;HeLa Kyoto;Late prophase;NCIT;NCIT_C17014;One sister;;wt_late_prophase_one_sister;ENSG00000113810;SMC4;;sister_chromatid_labelling;wt_late_prophase_one_sister_cell_17;220207_5389_WT_c1_rep2_prophase_axes_60min_stlc_hemi_zoom5-01-60.czi #1.tif_registered.tif;idr_upload/images/experiment2/wt_late_prophase/wt_late_prophase_one_sister;processed;cyclin_b1, smc4, f-ara-edu, hoechst;idr0000_experiment2_processed_sister_chromatid_labelling.txt, idr0000_experiment2_processed_axis_organisation.txt, idr0000_experiment2_processed_mean_curves.txt
WT_Prophase;220207_5389_WT_c1_rep2_prophase_axes_60min_stlc_hemi_zoom5-01-60.czi #2.tif_registered.tif;Homo sapiens;NCBITaxon;9606;HeLa;EFO;EFO_0001185;HeLa Kyoto;Late prophase;NCIT;NCIT_C17014;One sister;;wt_late_prophase_one_sister;ENSG00000113810;SMC4;;sister_chromatid_labelling;wt_late_prophase_one_sister_cell_18;220207_5389_WT_c1_rep2_prophase_axes_60min_stlc_hemi_zoom5-01-60.czi #2.tif_registered.tif;idr_upload/images/experiment2/wt_late_prophase/wt_late_prophase_one_sister;processed;cyclin_b1, smc4, f-ara-edu, hoechst;idr0000_experiment2_processed_sister_chromatid_labelling.txt
WT_Prophase;220207_5389_WT_c1_rep2_prophase_axes_60min_stlc_hemi_zoom5-01-60.czi #3.tif_registered.tif;Homo sapiens;NCBITaxon;9606;HeLa;EFO;EFO_0001185;HeLa Kyoto;Late prophase;NCIT;NCIT_C17014;One sister;;wt_late_prophase_one_sister;ENSG00000113810;SMC4;;sister_chromatid_labelling;wt_late_prophase_one_sister_cell_19;220207_5389_WT_c1_rep2_prophase_axes_60min_stlc_hemi_zoom5-01-60.czi #3.tif_registered.tif;idr_upload/images/experiment2/wt_late_prophase/wt_late_prophase_one_sister;processed;cyclin_b1, smc4, f-ara-edu, hoechst;idr0000_experiment2_processed_sister_chromatid_labelling.txt, idr0000_experiment2_processed_axis_organisation.txt, idr0000_experiment2_processed_mean_curves.txt
WT_Prophase;220207_5389_WT_c1_rep2_prophase_axes_60min_stlc_hemi_zoom5-01-60.czi #4.tif_registered.tif;Homo sapiens;NCBITaxon;9606;HeLa;EFO;EFO_0001185;HeLa Kyoto;Late prophase;NCIT;NCIT_C17014;One sister;;wt_late_prophase_one_sister;ENSG00000113810;SMC4;;sister_chromatid_labelling;wt_late_prophase_one_sister_cell_20;220207_5389_WT_c1_rep2_prophase_axes_60min_stlc_hemi_zoom5-01-60.czi #4.tif_registered.tif;idr_upload/images/experiment2/wt_late_prophase/wt_late_prophase_one_sister;processed;cyclin_b1, smc4, f-ara-edu, hoechst;idr0000_experiment2_processed_sister_chromatid_labelling.txt, idr0000_experiment2_processed_axis_organisation.txt, idr0000_experiment2_processed_mean_curves.txt
WT_Prophase;220207_5389_WT_c1_rep2_prophase_axes_60min_stlc_hemi_zoom5-01-60.czi #5.tif_registered.tif;Homo sapiens;NCBITaxon;9606;HeLa;EFO;EFO_0001185;HeLa Kyoto;Late prophase;NCIT;NCIT_C17014;One sister;;wt_late_prophase_one_sister;ENSG00000113810;SMC4;;sister_chromatid_labelling;wt_late_prophase_one_sister_cell_21;220207_5389_WT_c1_rep2_prophase_axes_60min_stlc_hemi_zoom5-01-60.czi #5.tif_registered.tif;idr_upload/images/experiment2/wt_late_prophase/wt_late_prophase_one_sister;processed;cyclin_b1, smc4, f-ara-edu, hoechst;idr0000_experiment2_processed_sister_chromatid_labelling.txt, idr0000_experiment2_processed_axis_organisation.txt, idr0000_experiment2_processed_mean_curves.txt
WT_Prophase;220207_5389_WT_c1_rep2_prophase_axes_60min_stlc_hemi_zoom5-01-60.czi #6.tif_registered.tif;Homo sapiens;NCBITaxon;9606;HeLa;EFO;EFO_0001185;HeLa Kyoto;Late prophase;NCIT;NCIT_C17014;One sister;;wt_late_prophase_one_sister;ENSG00000113810;SMC4;;sister_chromatid_labelling;wt_late_prophase_one_sister_cell_22;220207_5389_WT_c1_rep2_prophase_axes_60min_stlc_hemi_zoom5-01-60.czi #6.tif_registered.tif;idr_upload/images/experiment2/wt_late_prophase/wt_late_prophase_one_sister;processed;cyclin_b1, smc4, f-ara-edu, hoechst;idr0000_experiment2_processed_sister_chromatid_labelling.txt, idr0000_experiment2_processed_axis_organisation.txt, idr0000_experiment2_processed_mean_curves.txt
WT_Prophase;220207_5389_WT_c2_rep1_prophase_60min_stlc_hemi_zoom5-01-107.czi #1.tif_registered.tif;Homo sapiens;NCBITaxon;9606;HeLa;EFO;EFO_0001185;HeLa Kyoto;Late prophase;NCIT;NCIT_C17014;One sister;;wt_late_prophase_one_sister;ENSG00000113810;SMC4;;sister_chromatid_labelling;wt_late_prophase_one_sister_cell_23;220207_5389_WT_c2_rep1_prophase_60min_stlc_hemi_zoom5-01-107.czi #1.tif_registered.tif;idr_upload/images/experiment2/wt_late_prophase/wt_late_prophase_one_sister;processed;cyclin_b1, smc4, f-ara-edu, hoechst;idr0000_experiment2_processed_sister_chromatid_labelling.txt
WT_Prophase;220207_5389_WT_c2_rep1_prophase_60min_stlc_hemi_zoom5-01-107.czi #3.tif_registered.tif;Homo sapiens;NCBITaxon;9606;HeLa;EFO;EFO_0001185;HeLa Kyoto;Late prophase;NCIT;NCIT_C17014;One sister;;wt_late_prophase_one_sister;ENSG00000113810;SMC4;;sister_chromatid_labelling;wt_late_prophase_one_sister_cell_24;220207_5389_WT_c2_rep1_prophase_60min_stlc_hemi_zoom5-01-107.czi #3.tif_registered.tif;idr_upload/images/experiment2/wt_late_prophase/wt_late_prophase_one_sister;processed;cyclin_b1, smc4, f-ara-edu, hoechst;idr0000_experiment2_processed_sister_chromatid_labelling.txt
WT_Prophase;220207_5389_WT_c2_rep1_prophase_axes_60min_stlc_hemi_zoom5-01-106.czi #1.tif_registered.tif;Homo sapiens;NCBITaxon;9606;HeLa;EFO;EFO_0001185;HeLa Kyoto;Late prophase;NCIT;NCIT_C17014;One sister;;wt_late_prophase_one_sister;ENSG00000113810;SMC4;;sister_chromatid_labelling;wt_late_prophase_one_sister_cell_25;220207_5389_WT_c2_rep1_prophase_axes_60min_stlc_hemi_zoom5-01-106.czi #1.tif_registered.tif;idr_upload/images/experiment2/wt_late_prophase/wt_late_prophase_one_sister;processed;cyclin_b1, smc4, f-ara-edu, hoechst;idr0000_experiment2_processed_sister_chromatid_labelling.txt, idr0000_experiment2_processed_axis_organisation.txt, idr0000_experiment2_processed_mean_curves.txt
WT_Prophase;220207_5389_WT_c2_rep1_prophase_axes_60min_stlc_hemi_zoom5-01-106.czi #2.tif_registered.tif;Homo sapiens;NCBITaxon;9606;HeLa;EFO;EFO_0001185;HeLa Kyoto;Late prophase;NCIT;NCIT_C17014;One sister;;wt_late_prophase_one_sister;ENSG00000113810;SMC4;;sister_chromatid_labelling;wt_late_prophase_one_sister_cell_26;220207_5389_WT_c2_rep1_prophase_axes_60min_stlc_hemi_zoom5-01-106.czi #2.tif_registered.tif;idr_upload/images/experiment2/wt_late_prophase/wt_late_prophase_one_sister;processed;cyclin_b1, smc4, f-ara-edu, hoechst;idr0000_experiment2_processed_sister_chromatid_labelling.txt, idr0000_experiment2_processed_axis_organisation.txt, idr0000_experiment2_processed_mean_curves.txt
WT_Prophase;220207_5389_WT_c2_rep1_prophase_axes_60min_stlc_hemi_zoom5-01-106.czi #3.tif_registered.tif;Homo sapiens;NCBITaxon;9606;HeLa;EFO;EFO_0001185;HeLa Kyoto;Late prophase;NCIT;NCIT_C17014;One sister;;wt_late_prophase_one_sister;ENSG00000113810;SMC4;;sister_chromatid_labelling;wt_late_prophase_one_sister_cell_27;220207_5389_WT_c2_rep1_prophase_axes_60min_stlc_hemi_zoom5-01-106.czi #3.tif_registered.tif;idr_upload/images/experiment2/wt_late_prophase/wt_late_prophase_one_sister;processed;cyclin_b1, smc4, f-ara-edu, hoechst;idr0000_experiment2_processed_sister_chromatid_labelling.txt, idr0000_experiment2_processed_axis_organisation.txt, idr0000_experiment2_processed_mean_curves.txt
WT_Prophase;220207_5389_WT_c2_rep1_prophase_axes_60min_stlc_hemi_zoom5-01-106.czi #4.tif_registered.tif;Homo sapiens;NCBITaxon;9606;HeLa;EFO;EFO_0001185;HeLa Kyoto;Late prophase;NCIT;NCIT_C17014;One sister;;wt_late_prophase_one_sister;ENSG00000113810;SMC4;;sister_chromatid_labelling;wt_late_prophase_one_sister_cell_28;220207_5389_WT_c2_rep1_prophase_axes_60min_stlc_hemi_zoom5-01-106.czi #4.tif_registered.tif;idr_upload/images/experiment2/wt_late_prophase/wt_late_prophase_one_sister;processed;cyclin_b1, smc4, f-ara-edu, hoechst;idr0000_experiment2_processed_sister_chromatid_labelling.txt, idr0000_experiment2_processed_axis_organisation.txt, idr0000_experiment2_processed_mean_curves.txt
WT_Prophase;220207_5389_WT_c2_rep2_prophase_60min_stlc_hemi_zoom5-01-94-95.tif_registered.tif;Homo sapiens;NCBITaxon;9606;HeLa;EFO;EFO_0001185;HeLa Kyoto;Late prophase;NCIT;NCIT_C17014;One sister;;wt_late_prophase_one_sister;ENSG00000113810;SMC4;;sister_chromatid_labelling;wt_late_prophase_one_sister_cell_29;220207_5389_WT_c2_rep2_prophase_60min_stlc_hemi_zoom5-01-94-95.tif_registered.tif;idr_upload/images/experiment2/wt_late_prophase/wt_late_prophase_one_sister;processed;cyclin_b1, smc4, f-ara-edu, hoechst;idr0000_experiment2_processed_sister_chromatid_labelling.txt
WT_Prophase;220207_5389_WT_c2_rep2_prophase_60min_stlc_hemi_zoom5-04-105.czi #2.tif_registered.tif;Homo sapiens;NCBITaxon;9606;HeLa;EFO;EFO_0001185;HeLa Kyoto;Late prophase;NCIT;NCIT_C17014;One sister;;wt_late_prophase_one_sister;ENSG00000113810;SMC4;;sister_chromatid_labelling;wt_late_prophase_one_sister_cell_30;220207_5389_WT_c2_rep2_prophase_60min_stlc_hemi_zoom5-04-105.czi #2.tif_registered.tif;idr_upload/images/experiment2/wt_late_prophase/wt_late_prophase_one_sister;processed;cyclin_b1, smc4, f-ara-edu, hoechst;idr0000_experiment2_processed_sister_chromatid_labelling.txt
WT_Prophase;220207_5389_WT_c2_rep2_prophase_axes_60min_stlc_hemi_zoom5-01-79-87.tif_registered.tif;Homo sapiens;NCBITaxon;9606;HeLa;EFO;EFO_0001185;HeLa Kyoto;Late prophase;NCIT;NCIT_C17014;One sister;;wt_late_prophase_one_sister;ENSG00000113810;SMC4;;sister_chromatid_labelling;wt_late_prophase_one_sister_cell_31;220207_5389_WT_c2_rep2_prophase_axes_60min_stlc_hemi_zoom5-01-79-87.tif_registered.tif;idr_upload/images/experiment2/wt_late_prophase/wt_late_prophase_one_sister;processed;cyclin_b1, smc4, f-ara-edu, hoechst;idr0000_experiment2_processed_sister_chromatid_labelling.txt, idr0000_experiment2_processed_axis_organisation.txt, idr0000_experiment2_processed_mean_curves.txt
WT_Prophase;220207_5389_WT_c2_rep2_prophase_axes_60min_stlc_hemi_zoom5-01-79-88.tif_registered.tif;Homo sapiens;NCBITaxon;9606;HeLa;EFO;EFO_0001185;HeLa Kyoto;Late prophase;NCIT;NCIT_C17014;One sister;;wt_late_prophase_one_sister;ENSG00000113810;SMC4;;sister_chromatid_labelling;wt_late_prophase_one_sister_cell_32;220207_5389_WT_c2_rep2_prophase_axes_60min_stlc_hemi_zoom5-01-79-88.tif_registered.tif;idr_upload/images/experiment2/wt_late_prophase/wt_late_prophase_one_sister;processed;cyclin_b1, smc4, f-ara-edu, hoechst;idr0000_experiment2_processed_sister_chromatid_labelling.txt
WT_Prophase;220207_5389_WT_c2_rep2_prophase_axes_60min_stlc_hemi_zoom5-01-79-90.tif_registered.tif;Homo sapiens;NCBITaxon;9606;HeLa;EFO;EFO_0001185;HeLa Kyoto;Late prophase;NCIT;NCIT_C17014;One sister;;wt_late_prophase_one_sister;ENSG00000113810;SMC4;;sister_chromatid_labelling;wt_late_prophase_one_sister_cell_33;220207_5389_WT_c2_rep2_prophase_axes_60min_stlc_hemi_zoom5-01-79-90.tif_registered.tif;idr_upload/images/experiment2/wt_late_prophase/wt_late_prophase_one_sister;processed;cyclin_b1, smc4, f-ara-edu, hoechst;idr0000_experiment2_processed_sister_chromatid_labelling.txt
WT_Prophase;220207_5389_WT_c2_rep2_prophase_axes_60min_stlc_hemi_zoom5-01-79-91.tif_registered.tif;Homo sapiens;NCBITaxon;9606;HeLa;EFO;EFO_0001185;HeLa Kyoto;Late prophase;NCIT;NCIT_C17014;One sister;;wt_late_prophase_one_sister;ENSG00000113810;SMC4;;sister_chromatid_labelling;wt_late_prophase_one_sister_cell_34;220207_5389_WT_c2_rep2_prophase_axes_60min_stlc_hemi_zoom5-01-79-91.tif_registered.tif;idr_upload/images/experiment2/wt_late_prophase/wt_late_prophase_one_sister;processed;cyclin_b1, smc4, f-ara-edu, hoechst;idr0000_experiment2_processed_sister_chromatid_labelling.txt
WT_Prophase;220207_5389_WT_c2_rep2_prophase_axes_60min_stlc_hemi_zoom5-01-79-92.tif_registered.tif;Homo sapiens;NCBITaxon;9606;HeLa;EFO;EFO_0001185;HeLa Kyoto;Late prophase;NCIT;NCIT_C17014;One sister;;wt_late_prophase_one_sister;ENSG00000113810;SMC4;;sister_chromatid_labelling;wt_late_prophase_one_sister_cell_35;220207_5389_WT_c2_rep2_prophase_axes_60min_stlc_hemi_zoom5-01-79-92.tif_registered.tif;idr_upload/images/experiment2/wt_late_prophase/wt_late_prophase_one_sister;processed;cyclin_b1, smc4, f-ara-edu, hoechst;idr0000_experiment2_processed_sister_chromatid_labelling.txt
WT_Prophase;220207_5389_WT_c2_rep2_prophase_axes_60min_stlc_hemi_zoom5-01-79-93.tif_registered.tif;Homo sapiens;NCBITaxon;9606;HeLa;EFO;EFO_0001185;HeLa Kyoto;Late prophase;NCIT;NCIT_C17014;One sister;;wt_late_prophase_one_sister;ENSG00000113810;SMC4;;sister_chromatid_labelling;wt_late_prophase_one_sister_cell_36;220207_5389_WT_c2_rep2_prophase_axes_60min_stlc_hemi_zoom5-01-79-93.tif_registered.tif;idr_upload/images/experiment2/wt_late_prophase/wt_late_prophase_one_sister;processed;cyclin_b1, smc4, f-ara-edu, hoechst;idr0000_experiment2_processed_sister_chromatid_labelling.txt
WT_Prophase;220405_wt_prophase_rep1_hemi_stain_smc4_cycb1_zoom4_8-03-140.czi #2.tif_registered.tif;Homo sapiens;NCBITaxon;9606;HeLa;EFO;EFO_0001185;HeLa Kyoto;Late prophase;NCIT;NCIT_C17014;One sister;;wt_late_prophase_one_sister;ENSG00000113810;SMC4;;sister_chromatid_labelling;wt_late_prophase_one_sister_cell_37;220405_wt_prophase_rep1_hemi_stain_smc4_cycb1_zoom4_8-03-140.czi #2.tif_registered.tif;idr_upload/images/experiment2/wt_late_prophase/wt_late_prophase_one_sister;processed;cyclin_b1, smc4, f-ara-edu, hoechst;idr0000_experiment2_processed_sister_chromatid_labelling.txt, idr0000_experiment2_processed_axis_organisation.txt, idr0000_experiment2_processed_mean_curves.txt
