condition	distance	aligned_distance_around_axes	scc1_fluorescence	f-ara-edu_fluorescence	hoechst_fluorescence	figure_panel	smc4_fluorescence
mean_curves_wapl_depleted_g2	1.41	0.6500400400400399	0.0745169005885742	0.0350154244249772	0.5812566109463881	Fig. 3b	
mean_curves_wapl_depleted_g2	1.445	0.68504004004004	0.0705561927575908	0.0345069766228886	0.5713323491530704	Fig. 3b	
mean_curves_wapl_depleted_g2	1.481	0.7210400400400401	0.0633701234516668	0.0343699520126548	0.5485942704979607	Fig. 3b	
mean_curves_wapl_depleted_g2	1.5160000000000002	0.7560400400400402	0.0478482361113518	0.0378234499161291	0.51874846223793	Fig. 3b	
mean_curves_wapl_depleted_g2	1.551	0.7910400400400399	0.0459983915001556	0.0385117860167635	0.4977236408019793	Fig. 3b	
mean_curves_wapl_depleted_g2	1.586	0.8260400400400401	0.0438381652547764	0.0370762238488239	0.4597768969765772	Fig. 3b	
mean_curves_wapl_depleted_g2	1.622	0.8620400400400401	0.0501119440329258	0.0307892844156696	0.4855744215500217	Fig. 3b	
mean_curves_wapl_depleted_g2	1.657	0.89704004004004	0.0516750723057521	0.0257037584337892	0.5028835355108203	Fig. 3b	
mean_curves_wapl_depleted_g2	1.692	0.93204004004004	0.0456790006001589	0.0335036072847999	0.4818023069444301	Fig. 3b	
mean_curves_wapl_depleted_g2	1.727	0.96704004004004	0.042959623859919	0.0314940360774844	0.4498638243239821	Fig. 3b	
mean_curves_wapl_depleted_g2	1.763	1.00304004004004	0.039912520996577	0.0384274313056527	0.430086462309417	Fig. 3b	
mean_curves_wapl_depleted_g2	1.798	1.03804004004004	0.0400401026267813	0.0499292738293767	0.4496091367302779	Fig. 3b	
mean_curves_wapl_depleted_g2	1.833	1.07304004004004	0.0371018096537141	0.0548857020763554	0.4430843515328263	Fig. 3b	
mean_curves_wapl_depleted_g2	1.868	1.10804004004004	0.0333693438510513	0.0609988635573722	0.4300734033629317	Fig. 3b	
mean_curves_wapl_depleted_g2	1.904	1.14404004004004	0.0306045457658982	0.0702103870718188	0.4131307546749253	Fig. 3b	
mean_curves_wapl_depleted_g2	1.939	1.17904004004004	0.0276986537378534	0.0503196581868283	0.4126343503961017	Fig. 3b	
mean_curves_wapl_depleted_g2	1.974	1.21404004004004	0.0245186061926776	0.0088602415744325	0.3879167106296655	Fig. 3b	
mean_curves_wapl_depleted_g2	2.009	1.24904004004004	0.0283716630578877	0.00679437365358	0.3850183528579518	Fig. 3b	
mean_curves_wapl_depleted_g2	2.045	1.28504004004004	0.032593953572666	0.0051514617336864	0.3939442354375941	Fig. 3b	
mean_curves_wapl_depleted_g2	2.08	1.32004004004004	0.0482095246792708	0.0056271628661658	0.4144083360106149	Fig. 3b	
mean_curves_wapl_sororin_depleted_g2	0.0	-0.820998998998999	0.0581801152327296	0.3700103355682146	0.1640864700861203	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	0.035	-0.7859989989989989	0.0560307382258987	0.3958809262329407	0.1516645104926915	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	0.071	-0.749998998998999	0.0580743380945098	0.4257900369413785	0.1402071193803793	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	0.106	-0.7149989989989989	0.065416738164206	0.4595762189541173	0.1318683986384105	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	0.141	-0.679998998998999	0.0792001911635602	0.4979059514933642	0.1288480864949777	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	0.176	-0.6449989989989989	0.1008200280058066	0.5416841348887276	0.1317372479966819	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	0.212	-0.6089989989989989	0.1321899612069114	0.590713931832924	0.1378226425392874	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	0.2469999999999999	-0.5739989989989991	0.1747086771899171	0.6433557967168159	0.1442594918946012	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	0.282	-0.538998998998999	0.2287745810639616	0.6969628814806058	0.150803273556137	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	0.317	-0.5039989989989989	0.2934696156519849	0.7491327331275918	0.1586222712077882	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	0.3529999999999998	-0.4679989989989991	0.3658410468439768	0.7976327906378587	0.1669427596188246	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	0.3879999999999999	-0.432998998998999	0.4412498967553441	0.8399107256898065	0.1749848009872127	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	0.423	-0.397998998998999	0.5136917020186499	0.872605623896407	0.1828834509579637	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	0.4580000000000001	-0.3629989989989988	0.5758501486065745	0.8930997533019591	0.1922416841000921	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	0.4939999999999998	-0.3269989989989991	0.6206506846021053	0.899254803925362	0.2045180939725737	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	0.529	-0.2919989989989989	0.6420781394393992	0.8892739581216569	0.2207097047846212	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	0.564	-0.256998998998999	0.6371552447727997	0.8631863470991558	0.2399373049706344	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	0.5990000000000001	-0.2219989989989989	0.6063271675638472	0.8223573585123853	0.2620225005182834	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	0.6349999999999999	-0.185998998998999	0.5550869270766234	0.769505530660009	0.2881046295085376	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	0.6700000000000002	-0.1509989989989988	0.4918460490714715	0.7071613400612171	0.3197926455618559	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	0.7049999999999998	-0.1159989989989991	0.4275663290906965	0.6375503362573071	0.3572777929304718	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	0.7400000000000001	-0.0809989989989988	0.3727262350163739	0.5635275399509229	0.3982811957366991	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	0.7759999999999999	-0.044998998998999	0.3350077294227331	0.4888632996694875	0.4435337852205337	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	0.811	-0.0099989989989989	0.3184454998719818	0.4170962207070305	0.4947880439674038	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	0.846	0.025001001001001	0.322975376625876	0.3507404087584145	0.5518436761195505	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	0.8810000000000001	0.0600010010010011	0.3450625329303404	0.2914051503798417	0.611642891941203	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	0.917	0.096001001001001	0.3799326082403935	0.2397980888208531	0.6697766781403688	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	0.952	0.1310010010010011	0.421573222537538	0.1960952507291624	0.721053883945479	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	0.987	0.166001001001001	0.4627390393316751	0.1596180361323938	0.7630361869129022	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	1.022	0.201001001001001	0.4972542316873794	0.1292439343220985	0.796089094222592	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	1.0579999999999998	0.2370010010010008	0.5207073568947853	0.1051413812905095	0.8184322501054969	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	1.093	0.272001001001001	0.5296522577683612	0.0861968905297082	0.8321396910224089	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	1.128	0.3070010010010009	0.5178999486090221	0.0716889518985068	0.8307153576802967	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	1.1629999999999998	0.3420010010010008	0.4886560489886746	0.0611229345123894	0.822866268426528	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	1.1990000000000005	0.3780010010010013	0.4501425014186885	0.0540417225825761	0.8082573872944493	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	1.2340000000000004	0.4130010010010014	0.4041791912145106	0.0476162388150252	0.7858511554803738	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	1.2689999999999997	0.4480010010010007	0.3580789726681426	0.0437447508872922	0.7570159497547136	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	1.304	0.4830010010010011	0.3156910208773826	0.0400966397744891	0.7259358329224048	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	1.3400000000000003	0.5190010010010013	0.2747224701499136	0.0380124654702206	0.694406262545026	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	1.375	0.554001001001001	0.2447352630710069	0.0366607823650378	0.6723685352021138	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	1.41	0.589001001001001	0.2125244685452226	0.0376405179067222	0.644575594793568	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	1.4449999999999998	0.6240010010010009	0.188394501758523	0.0412888616379172	0.6154588658560741	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	1.481	0.6600010010010011	0.1641365680014403	0.04037945825031	0.6006966818728349	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	1.516	0.695001001001001	0.1474200870937603	0.0380975928020118	0.5822502349815896	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	1.551	0.730001001001001	0.1309882319612407	0.0324309347237417	0.5638255648267333	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	1.586	0.7650010010010011	0.11527487839099	0.0350143038069188	0.5312253842493309	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	1.6220000000000003	0.8010010010010014	0.1031516760588889	0.036908545616369	0.5126079392038232	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	1.657	0.836001001001001	0.0947276383940722	0.0388733344504844	0.4978314127171569	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	1.6919999999999995	0.8710010010010008	0.1027944494938673	0.0323838031480398	0.5145937587153563	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	1.727	0.9060010010010008	0.0968094990866693	0.0320243826260517	0.4937300415112177	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	1.763	0.9420010010010008	0.0905445502965205	0.0357364293662282	0.4720713179238922	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	1.798	0.9770010010010012	0.0951701721502827	0.037334657616755	0.4623042245931562	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	1.833	1.012001001001001	0.0955508309930981	0.035258779315328	0.4727185698183784	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	1.868	1.0470010010010011	0.0883788427831376	0.0416153761781149	0.4365794617748692	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	1.904	1.083001001001001	0.0980545338136902	0.043760391878097	0.4229938308027894	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	1.939	1.118001001001001	0.1015168634204177	0.0530424054945861	0.3968923081872507	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	1.974	1.1530010010010008	0.1143762875626658	0.0218796609800052	0.4331342188865927	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	2.009	1.188001001001001	0.0993544509013961	0.0234523984065695	0.4419049337652368	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	2.045	1.224001001001001	0.0678831998873277	0.0265898971060826	0.4033207819730799	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	2.08	1.259001001001001	0.0564229220286133	0.0266544988863192	0.3670719835277915	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	2.115	1.2940010010010012	0.045236862046216	0.0306928606801294	0.4724597471027617	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	2.15	1.329001001001001	0.0251810725150857	0.0227040453820852	0.4308009651269785	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	2.186	1.365001001001001	0.0200701765398586	0.0151695054045201	0.3857178378360599	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	2.221	1.400001001001001	0.0244528288507843	0.0152704022104466	0.3457950122411381	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	2.256	1.4350010010010008	0.0534696170944125	0.0204941413964102	0.2933604810519189	Fig. 3c	
mean_curves_wapl_sororin_depleted_g2	2.291	1.470001001001001	0.0653220075688717	0.0485005405793574	0.256718423786121	Fig. 3c	
mean_curves_wild_type_late_prophase	0.0	-0.7756486486486486		0.2452320604241889	0.1515419761937272	Fig. 3a	0.100009933068672
mean_curves_wild_type_late_prophase	0.035	-0.7406486486486485		0.2820657984071545	0.1434462664704345	Fig. 3a	0.0978203588112523
mean_curves_wild_type_late_prophase	0.0709999999999999	-0.7046486486486486		0.3264408904940806	0.133157778067583	Fig. 3a	0.1033766089470359
mean_curves_wild_type_late_prophase	0.106	-0.6696486486486486		0.3767796038393788	0.123345355012285	Fig. 3a	0.1190004443259885
mean_curves_wild_type_late_prophase	0.1409999999999999	-0.6346486486486487		0.4331481103067598	0.117257514743124	Fig. 3a	0.1459844206136447
mean_curves_wild_type_late_prophase	0.1759999999999999	-0.5996486486486486		0.4920708804619131	0.116437973947601	Fig. 3a	0.1851656183362774
mean_curves_wild_type_late_prophase	0.212	-0.5636486486486485		0.551360340934657	0.1177946414592028	Fig. 3a	0.2374711791073091
mean_curves_wild_type_late_prophase	0.2469999999999999	-0.5286486486486487		0.6099428757542471	0.1185269432397451	Fig. 3a	0.3016814228375155
mean_curves_wild_type_late_prophase	0.2819999999999998	-0.4936486486486487		0.6667367732057635	0.119601904367652	Fig. 3a	0.3746027056418664
mean_curves_wild_type_late_prophase	0.317	-0.4586486486486485		0.7207313970732255	0.1215594177350245	Fig. 3a	0.4503168396163624
mean_curves_wild_type_late_prophase	0.3529999999999999	-0.4226486486486486		0.7697212709473328	0.1254502978568866	Fig. 3a	0.5214024285835313
mean_curves_wild_type_late_prophase	0.3879999999999999	-0.3876486486486486		0.8155721862040447	0.1293821973746202	Fig. 3a	0.5826091892473397
mean_curves_wild_type_late_prophase	0.423	-0.3526486486486485		0.8499501992409618	0.134880725764798	Fig. 3a	0.6270213948066446
mean_curves_wild_type_late_prophase	0.4580000000000001	-0.3176486486486485		0.8735006195227072	0.1432998416014646	Fig. 3a	0.6511135655516963
mean_curves_wild_type_late_prophase	0.4939999999999998	-0.2816486486486487		0.8848509158925754	0.1571661374936245	Fig. 3a	0.6544383397773899
mean_curves_wild_type_late_prophase	0.5289999999999999	-0.2466486486486486		0.8835713029099351	0.1778484175043106	Fig. 3a	0.6387514003995077
mean_curves_wild_type_late_prophase	0.5639999999999998	-0.2116486486486487		0.869530148353076	0.2066638286532494	Fig. 3a	0.6079825027065116
mean_curves_wild_type_late_prophase	0.5990000000000001	-0.1766486486486485		0.8429615611899401	0.2437038910611424	Fig. 3a	0.5673122597663105
mean_curves_wild_type_late_prophase	0.635	-0.1406486486486485		0.8045704230458978	0.2873460815888553	Fig. 3a	0.5226834542481308
mean_curves_wild_type_late_prophase	0.67	-0.1056486486486485		0.7552859701530255	0.3375762935047626	Fig. 3a	0.4810618642053709
mean_curves_wild_type_late_prophase	0.705	-0.0706486486486486		0.696626152780909	0.3937919440486979	Fig. 3a	0.4480380454491341
mean_curves_wild_type_late_prophase	0.74	-0.0356486486486485		0.6309172353746327	0.4550381615831455	Fig. 3a	0.4273806994983152
mean_curves_wild_type_late_prophase	0.7759999999999999	0.0003513513513513		0.5614588387874344	0.519059586820496	Fig. 3a	0.4207579418252459
mean_curves_wild_type_late_prophase	0.8110000000000002	0.0353513513513515		0.4916770203704751	0.5833252625478984	Fig. 3a	0.4276634119338606
mean_curves_wild_type_late_prophase	0.8460000000000001	0.0703513513513515		0.4244985859973661	0.6444112800522962	Fig. 3a	0.445982784084679
mean_curves_wild_type_late_prophase	0.8810000000000001	0.1053513513513515		0.3617960522500532	0.699993212431085	Fig. 3a	0.4723038539287285
mean_curves_wild_type_late_prophase	0.917	0.1413513513513514		0.3048728935890127	0.7487599999134332	Fig. 3a	0.5025641353142314
mean_curves_wild_type_late_prophase	0.9519999999999998	0.1763513513513512		0.254883874378861	0.7893187959412951	Fig. 3a	0.5327506549245482
mean_curves_wild_type_late_prophase	0.9869999999999998	0.2113513513513512		0.2120474822565232	0.819719153579248	Fig. 3a	0.5586447574526294
mean_curves_wild_type_late_prophase	1.0220000000000002	0.2463513513513516		0.1760932371516828	0.838658249009439	Fig. 3a	0.5767614485444851
mean_curves_wild_type_late_prophase	1.0579999999999998	0.2823513513513512		0.147002321661204	0.8488999354686284	Fig. 3a	0.5869323551775508
mean_curves_wild_type_late_prophase	1.0929999999999995	0.3173513513513512		0.1232114196844769	0.8469451035539894	Fig. 3a	0.5824274565226154
mean_curves_wild_type_late_prophase	1.1279999999999994	0.3523513513513508		0.1055801796091361	0.8346024333865493	Fig. 3a	0.5697592919054684
mean_curves_wild_type_late_prophase	1.1637598253275103	0.3881111766788619		0.0924224132537591	0.8235480830434424	Fig. 3a	0.5488888534505508
mean_curves_wild_type_late_prophase	1.1990000000000005	0.4233513513513519		0.0840216412310309	0.803197315622528	Fig. 3a	0.519558918545956
mean_curves_wild_type_late_prophase	1.2340000000000004	0.4583513513513518		0.0757082000599954	0.7770766514954542	Fig. 3a	0.4856048872022223
mean_curves_wild_type_late_prophase	1.269	0.4933513513513513		0.0629059607313295	0.7485708839378401	Fig. 3a	0.437597314862802
mean_curves_wild_type_late_prophase	1.3047391304347826	0.529090481786134		0.0571373211436607	0.7170615521961969	Fig. 3a	0.3962628032917388
mean_curves_wild_type_late_prophase	1.3400000000000003	0.5643513513513517		0.0516926653131491	0.6951392413251014	Fig. 3a	0.3643037502631419
mean_curves_wild_type_late_prophase	1.375	0.5993513513513514		0.0460061631645401	0.6707590203498669	Fig. 3a	0.3318628893707925
mean_curves_wild_type_late_prophase	1.4099999999999997	0.6343513513513511		0.0450889209565117	0.637722759786716	Fig. 3a	0.3007338714968928
mean_curves_wild_type_late_prophase	1.4456967741935485	0.6700481255448997		0.0447929711559498	0.6042685561937815	Fig. 3a	0.2703910575457733
mean_curves_wild_type_late_prophase	1.481	0.7053513513513515		0.0471354310352414	0.5699430518015176	Fig. 3a	0.2429963772210664
mean_curves_wild_type_late_prophase	1.5160000000000005	0.7403513513513519		0.0455932150295847	0.5586628103741228	Fig. 3a	0.2272832525035275
mean_curves_wild_type_late_prophase	1.5510000000000002	0.7753513513513516		0.0392466458282277	0.5296548323352466	Fig. 3a	0.2064927690247568
mean_curves_wild_type_late_prophase	1.586673267326733	0.8110246186780844		0.0385072776295992	0.5070759361536137	Fig. 3a	0.1925241661787421
mean_curves_wild_type_late_prophase	1.622	0.8463513513513515		0.038849733942515	0.4934891627146415	Fig. 3a	0.1826033251357609
mean_curves_wild_type_late_prophase	1.6569999999999998	0.8813513513513512		0.0440984233368422	0.4556440506012029	Fig. 3a	0.1696360101869942
mean_curves_wild_type_late_prophase	1.6919999999999993	0.9163513513513508		0.0555484751504217	0.4345643600480915	Fig. 3a	0.1556495748047192
mean_curves_wild_type_late_prophase	1.7276981132075473	0.9520494645588988		0.0632905481985716	0.4147874381095787	Fig. 3a	0.1516052739975739
mean_curves_wild_type_late_prophase	1.7629999999999997	0.9873513513513512		0.0566281733256801	0.3886548395585883	Fig. 3a	0.1428617613897918
mean_curves_wild_type_late_prophase	1.7980000000000005	1.0223513513513516		0.0538677177196943	0.3705816673592731	Fig. 3a	0.1519713506867718
mean_curves_wild_type_late_prophase	1.833	1.0573513513513513		0.0583435348584273	0.3412617660157994	Fig. 3a	0.1290086318975061
mean_curves_wild_type_late_prophase	1.86875	1.0931013513513514		0.0599001012357831	0.3116420988452568	Fig. 3a	0.1142060474641903
mean_curves_wild_type_late_prophase	1.904	1.128351351351351		0.0630476851745596	0.3129046900352181	Fig. 3a	0.1075784647364056
mean_curves_wild_type_late_prophase	1.939	1.1633513513513516		0.0676643160562768	0.2935550564018581	Fig. 3a	0.0818163166754009
mean_curves_wild_type_late_prophase	1.974	1.1983513513513513		0.0597040797493138	0.2834137105774875	Fig. 3a	0.0761750645217677
mean_curves_wild_type_late_prophase	2.0098666666666665	1.234218018018018		0.0323430704607406	0.2790300842616107	Fig. 3a	0.0847054072898837
mean_curves_wild_type_late_prophase	2.045	1.2693513513513517		0.0264622311142844	0.2524378068812079	Fig. 3a	0.0804190899974146
mean_curves_wild_type_late_prophase	2.08	1.3043513513513512		0.0264009126951879	0.2512707946441099	Fig. 3a	0.0939048318320525
mean_curves_wild_type_late_prophase	2.1159	1.3402513513513514		0.0201848535969833	0.2236665410414227	Fig. 3a	0.0714129061025342
mean_curves_wild_type_late_prophase	2.151	1.3753513513513511		0.0132110939643026	0.2186539419030477	Fig. 3a	0.0537174999943549
mean_curves_wild_type_late_prophase	2.186	1.4103513513513517		0.0170958662088857	0.2336493616174417	Fig. 3a	0.0619488114221703
mean_curves_wild_type_late_prophase	2.221	1.4453513513513516		0.0205998757309489	0.2235011518400739	Fig. 3a	0.0659231414581821
mean_curves_wild_type_late_prophase	2.257	1.4813513513513517		0.0281539985437035	0.214867584685721	Fig. 3a	0.0586390390240628
mean_curves_wild_type_late_prophase	2.292	1.5163513513513514		0.0115132045395614	0.2092990110234601	Fig. 3a	0.0274043238678628
mean_curves_wild_type_late_prophase	2.327	1.5513513513513515		0.0064640985088779	0.1866193838552182	Fig. 3a	0.0212610870609252
mean_curves_wild_type_late_prophase	2.362	1.5863513513513516		0.0106612152953028	0.1867492291337703	Fig. 3a	0.0448841392779313
mean_curves_wild_type_late_prophase	2.398	1.6223513513513517		0.0132643622607697	0.1802660203431721	Fig. 3a	0.0688802662042228
mean_curves_wild_type_late_prophase	2.433	1.6573513513513514		0.0223870142473589	0.1208537842220953	Fig. 3a	0.0438341288542845
mean_curves_wild_type_late_prophase	2.468	1.6923513513513515		0.0282384340152054	0.1247808183483172	Fig. 3a	0.0624160188668369
mean_curves_wild_type_late_prophase	2.503	1.7273513513513516		0.0344377047581165	0.1319073799058147	Fig. 3a	0.0795808819494078
mean_curves_wild_type_late_prophase	2.539	1.7633513513513517		0.0400851497457448	0.1368459826545724	Fig. 3a	0.0931796166552271
mean_curves_wild_type_late_prophase	2.574	1.7983513513513514		0.0450683341610954	0.1364741850285667	Fig. 3a	0.1020706634988566
mean_curves_wild_type_late_prophase	2.609	1.8333513513513515		0.0278315806942586	0.1264197200174957	Fig. 3a	0.0244892097930638
