Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Cell Line],Term Source 2 REF,Term Source 2 Accession,Comment [Cell Line],Characteristics [Cell Cycle Phase],Term Source 3 REF,Term Source 3 Accession,Experimental Condition [Sister Chromatid Labelling],Experimental Condition [Genome Editing],Experimental Condition [ # fill in],Comment [Gene Identifier],Comment [Gene Symbol],Comment [Gene Annotation Comments],Assay Name,Source Name,Image File,Comment [Image File Path],Comment [Image File Path],Channels,Processed Data File,,,,
SMC4_Prometa_one_sister_labelled,220124_5388_2056_c1_smc4_depleted_rep2_prometa_60min_15h_release_hemi_zoom5-02-85.czi #02.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,Prometaphase,NCIT,NCIT_C51030,One sister,SMC4-AID cell line. SMC4 tagged with mini-AID tag. OsTIR1F74G integrated into safe harbour locus for acute depletion of SMC4 upon addition of 5-Ph-IAA.,smc4_dep_prometa_one_sister,ENSG00000113810,SMC4,,sister_chromatid_labelling,smc4_dep_prometa_one_sister_cell_11,220124_5388_2056_c1_smc4_depleted_rep2_prometa_60min_15h_release_hemi_zoom5-02-85.czi #02.tif_registered.tif,idr_upload/images/experiment1/smc4_dep_prometa/smc4_dep_prometa_one_sister,processed,cyclin_b1,smc4,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
SMC4_Prometa_one_sister_labelled,220124_5388_2056_c1_smc4_depleted_rep2_prometa_60min_15h_release_hemi_zoom5-02-85.czi #04.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,Prometaphase,NCIT,NCIT_C51030,One sister,SMC4-AID cell line. SMC4 tagged with mini-AID tag. OsTIR1F74G integrated into safe harbour locus for acute depletion of SMC4 upon addition of 5-Ph-IAA.,smc4_dep_prometa_one_sister,ENSG00000113810,SMC4,,sister_chromatid_labelling,smc4_dep_prometa_one_sister_cell_12,220124_5388_2056_c1_smc4_depleted_rep2_prometa_60min_15h_release_hemi_zoom5-02-85.czi #04.tif_registered.tif,idr_upload/images/experiment1/smc4_dep_prometa/smc4_dep_prometa_one_sister,processed,cyclin_b1,smc4,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
SMC4_Prometa_one_sister_labelled,220124_5388_2056_c1_smc4_depleted_rep2_prometa_60min_15h_release_hemi_zoom5-02-85.czi #05.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,Prometaphase,NCIT,NCIT_C51030,One sister,SMC4-AID cell line. SMC4 tagged with mini-AID tag. OsTIR1F74G integrated into safe harbour locus for acute depletion of SMC4 upon addition of 5-Ph-IAA.,smc4_dep_prometa_one_sister,ENSG00000113810,SMC4,,sister_chromatid_labelling,smc4_dep_prometa_one_sister_cell_13,220124_5388_2056_c1_smc4_depleted_rep2_prometa_60min_15h_release_hemi_zoom5-02-85.czi #05.tif_registered.tif,idr_upload/images/experiment1/smc4_dep_prometa/smc4_dep_prometa_one_sister,processed,cyclin_b1,smc4,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
SMC4_Prometa_one_sister_labelled,220124_5388_2056_c1_smc4_depleted_rep2_prometa_60min_15h_release_hemi_zoom5-02-85.czi #06.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,Prometaphase,NCIT,NCIT_C51030,One sister,SMC4-AID cell line. SMC4 tagged with mini-AID tag. OsTIR1F74G integrated into safe harbour locus for acute depletion of SMC4 upon addition of 5-Ph-IAA.,smc4_dep_prometa_one_sister,ENSG00000113810,SMC4,,sister_chromatid_labelling,smc4_dep_prometa_one_sister_cell_14,220124_5388_2056_c1_smc4_depleted_rep2_prometa_60min_15h_release_hemi_zoom5-02-85.czi #06.tif_registered.tif,idr_upload/images/experiment1/smc4_dep_prometa/smc4_dep_prometa_one_sister,processed,cyclin_b1,smc4,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
SMC4_Prometa_one_sister_labelled,220124_5388_2056_c1_smc4_depleted_rep2_prometa_60min_15h_release_hemi_zoom5-02-85.czi #07.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,Prometaphase,NCIT,NCIT_C51030,One sister,SMC4-AID cell line. SMC4 tagged with mini-AID tag. OsTIR1F74G integrated into safe harbour locus for acute depletion of SMC4 upon addition of 5-Ph-IAA.,smc4_dep_prometa_one_sister,ENSG00000113810,SMC4,,sister_chromatid_labelling,smc4_dep_prometa_one_sister_cell_15,220124_5388_2056_c1_smc4_depleted_rep2_prometa_60min_15h_release_hemi_zoom5-02-85.czi #07.tif_registered.tif,idr_upload/images/experiment1/smc4_dep_prometa/smc4_dep_prometa_one_sister,processed,cyclin_b1,smc4,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
SMC4_Prometa_one_sister_labelled,220124_5388_2056_c1_smc4_depleted_rep2_prometa_60min_15h_release_hemi_zoom5-02-85.czi #08.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,Prometaphase,NCIT,NCIT_C51030,One sister,SMC4-AID cell line. SMC4 tagged with mini-AID tag. OsTIR1F74G integrated into safe harbour locus for acute depletion of SMC4 upon addition of 5-Ph-IAA.,smc4_dep_prometa_one_sister,ENSG00000113810,SMC4,,sister_chromatid_labelling,smc4_dep_prometa_one_sister_cell_16,220124_5388_2056_c1_smc4_depleted_rep2_prometa_60min_15h_release_hemi_zoom5-02-85.czi #08.tif_registered.tif,idr_upload/images/experiment1/smc4_dep_prometa/smc4_dep_prometa_one_sister,processed,cyclin_b1,smc4,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
SMC4_Prometa_one_sister_labelled,220124_5388_2056_c1_smc4_depleted_rep2_prometa_60min_15h_release_hemi_zoom5-02-85.czi #09.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,Prometaphase,NCIT,NCIT_C51030,One sister,SMC4-AID cell line. SMC4 tagged with mini-AID tag. OsTIR1F74G integrated into safe harbour locus for acute depletion of SMC4 upon addition of 5-Ph-IAA.,smc4_dep_prometa_one_sister,ENSG00000113810,SMC4,,sister_chromatid_labelling,smc4_dep_prometa_one_sister_cell_17,220124_5388_2056_c1_smc4_depleted_rep2_prometa_60min_15h_release_hemi_zoom5-02-85.czi #09.tif_registered.tif,idr_upload/images/experiment1/smc4_dep_prometa/smc4_dep_prometa_one_sister,processed,cyclin_b1,smc4,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
SMC4_Prometa_one_sister_labelled,220124_5388_2056_c1_smc4_depleted_rep2_prometa_60min_15h_release_hemi_zoom5-02-85.czi #10.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,Prometaphase,NCIT,NCIT_C51030,One sister,SMC4-AID cell line. SMC4 tagged with mini-AID tag. OsTIR1F74G integrated into safe harbour locus for acute depletion of SMC4 upon addition of 5-Ph-IAA.,smc4_dep_prometa_one_sister,ENSG00000113810,SMC4,,sister_chromatid_labelling,smc4_dep_prometa_one_sister_cell_18,220124_5388_2056_c1_smc4_depleted_rep2_prometa_60min_15h_release_hemi_zoom5-02-85.czi #10.tif_registered.tif,idr_upload/images/experiment1/smc4_dep_prometa/smc4_dep_prometa_one_sister,processed,cyclin_b1,smc4,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
SMC4_Prometa_one_sister_labelled,220124_5388_2056_c2_smc4_depleted_rep1_prometa_60min_15h_release_hemi_zoom5-01-86.czi #01.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,Prometaphase,NCIT,NCIT_C51030,One sister,SMC4-AID cell line. SMC4 tagged with mini-AID tag. OsTIR1F74G integrated into safe harbour locus for acute depletion of SMC4 upon addition of 5-Ph-IAA.,smc4_dep_prometa_one_sister,ENSG00000113810,SMC4,,sister_chromatid_labelling,smc4_dep_prometa_one_sister_cell_19,220124_5388_2056_c2_smc4_depleted_rep1_prometa_60min_15h_release_hemi_zoom5-01-86.czi #01.tif_registered.tif,idr_upload/images/experiment1/smc4_dep_prometa/smc4_dep_prometa_one_sister,processed,cyclin_b1,smc4,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
SMC4_Prometa_one_sister_labelled,220124_5388_2056_c2_smc4_depleted_rep1_prometa_60min_15h_release_hemi_zoom5-01-86.czi #02.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,Prometaphase,NCIT,NCIT_C51030,One sister,SMC4-AID cell line. SMC4 tagged with mini-AID tag. OsTIR1F74G integrated into safe harbour locus for acute depletion of SMC4 upon addition of 5-Ph-IAA.,smc4_dep_prometa_one_sister,ENSG00000113810,SMC4,,sister_chromatid_labelling,smc4_dep_prometa_one_sister_cell_20,220124_5388_2056_c2_smc4_depleted_rep1_prometa_60min_15h_release_hemi_zoom5-01-86.czi #02.tif_registered.tif,idr_upload/images/experiment1/smc4_dep_prometa/smc4_dep_prometa_one_sister,processed,cyclin_b1,smc4,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
SMC4_Prometa_one_sister_labelled,220124_5388_2056_c2_smc4_depleted_rep1_prometa_60min_15h_release_hemi_zoom5-01-86.czi #03.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,Prometaphase,NCIT,NCIT_C51030,One sister,SMC4-AID cell line. SMC4 tagged with mini-AID tag. OsTIR1F74G integrated into safe harbour locus for acute depletion of SMC4 upon addition of 5-Ph-IAA.,smc4_dep_prometa_one_sister,ENSG00000113810,SMC4,,sister_chromatid_labelling,smc4_dep_prometa_one_sister_cell_21,220124_5388_2056_c2_smc4_depleted_rep1_prometa_60min_15h_release_hemi_zoom5-01-86.czi #03.tif_registered.tif,idr_upload/images/experiment1/smc4_dep_prometa/smc4_dep_prometa_one_sister,processed,cyclin_b1,smc4,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
SMC4_Prometa_one_sister_labelled,220124_5388_2056_c2_smc4_depleted_rep1_prometa_60min_15h_release_hemi_zoom5-01-86.czi #04.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,Prometaphase,NCIT,NCIT_C51030,One sister,SMC4-AID cell line. SMC4 tagged with mini-AID tag. OsTIR1F74G integrated into safe harbour locus for acute depletion of SMC4 upon addition of 5-Ph-IAA.,smc4_dep_prometa_one_sister,ENSG00000113810,SMC4,,sister_chromatid_labelling,smc4_dep_prometa_one_sister_cell_22,220124_5388_2056_c2_smc4_depleted_rep1_prometa_60min_15h_release_hemi_zoom5-01-86.czi #04.tif_registered.tif,idr_upload/images/experiment1/smc4_dep_prometa/smc4_dep_prometa_one_sister,processed,cyclin_b1,smc4,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
SMC4_Prometa_one_sister_labelled,220124_5388_2056_c2_smc4_depleted_rep1_prometa_60min_15h_release_hemi_zoom5-01-86.czi #05.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,Prometaphase,NCIT,NCIT_C51030,One sister,SMC4-AID cell line. SMC4 tagged with mini-AID tag. OsTIR1F74G integrated into safe harbour locus for acute depletion of SMC4 upon addition of 5-Ph-IAA.,smc4_dep_prometa_one_sister,ENSG00000113810,SMC4,,sister_chromatid_labelling,smc4_dep_prometa_one_sister_cell_23,220124_5388_2056_c2_smc4_depleted_rep1_prometa_60min_15h_release_hemi_zoom5-01-86.czi #05.tif_registered.tif,idr_upload/images/experiment1/smc4_dep_prometa/smc4_dep_prometa_one_sister,processed,cyclin_b1,smc4,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
SMC4_Prometa_one_sister_labelled,220124_5388_2056_c2_smc4_depleted_rep1_prometa_60min_15h_release_hemi_zoom5-01-86.czi #06.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,Prometaphase,NCIT,NCIT_C51030,One sister,SMC4-AID cell line. SMC4 tagged with mini-AID tag. OsTIR1F74G integrated into safe harbour locus for acute depletion of SMC4 upon addition of 5-Ph-IAA.,smc4_dep_prometa_one_sister,ENSG00000113810,SMC4,,sister_chromatid_labelling,smc4_dep_prometa_one_sister_cell_24,220124_5388_2056_c2_smc4_depleted_rep1_prometa_60min_15h_release_hemi_zoom5-01-86.czi #06.tif_registered.tif,idr_upload/images/experiment1/smc4_dep_prometa/smc4_dep_prometa_one_sister,processed,cyclin_b1,smc4,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
SMC4_Prometa_one_sister_labelled,220124_5388_2056_c2_smc4_depleted_rep1_prometa_60min_15h_release_hemi_zoom5-01-86.czi #07.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,Prometaphase,NCIT,NCIT_C51030,One sister,SMC4-AID cell line. SMC4 tagged with mini-AID tag. OsTIR1F74G integrated into safe harbour locus for acute depletion of SMC4 upon addition of 5-Ph-IAA.,smc4_dep_prometa_one_sister,ENSG00000113810,SMC4,,sister_chromatid_labelling,smc4_dep_prometa_one_sister_cell_25,220124_5388_2056_c2_smc4_depleted_rep1_prometa_60min_15h_release_hemi_zoom5-01-86.czi #07.tif_registered.tif,idr_upload/images/experiment1/smc4_dep_prometa/smc4_dep_prometa_one_sister,processed,cyclin_b1,smc4,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
SMC4_Prometa_one_sister_labelled,220124_5388_2056_c2_smc4_depleted_rep1_prometa_60min_15h_release_hemi_zoom5-01-86.czi #08.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,Prometaphase,NCIT,NCIT_C51030,One sister,SMC4-AID cell line. SMC4 tagged with mini-AID tag. OsTIR1F74G integrated into safe harbour locus for acute depletion of SMC4 upon addition of 5-Ph-IAA.,smc4_dep_prometa_one_sister,ENSG00000113810,SMC4,,sister_chromatid_labelling,smc4_dep_prometa_one_sister_cell_26,220124_5388_2056_c2_smc4_depleted_rep1_prometa_60min_15h_release_hemi_zoom5-01-86.czi #08.tif_registered.tif,idr_upload/images/experiment1/smc4_dep_prometa/smc4_dep_prometa_one_sister,processed,cyclin_b1,smc4,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
SMC4_Prometa_one_sister_labelled,220124_5388_2056_c2_smc4_depleted_rep1_prometa_60min_15h_release_hemi_zoom5-01-86.czi #09.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,Prometaphase,NCIT,NCIT_C51030,One sister,SMC4-AID cell line. SMC4 tagged with mini-AID tag. OsTIR1F74G integrated into safe harbour locus for acute depletion of SMC4 upon addition of 5-Ph-IAA.,smc4_dep_prometa_one_sister,ENSG00000113810,SMC4,,sister_chromatid_labelling,smc4_dep_prometa_one_sister_cell_27,220124_5388_2056_c2_smc4_depleted_rep1_prometa_60min_15h_release_hemi_zoom5-01-86.czi #09.tif_registered.tif,idr_upload/images/experiment1/smc4_dep_prometa/smc4_dep_prometa_one_sister,processed,cyclin_b1,smc4,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
SMC4_Prometa_one_sister_labelled,220124_5388_2056_c2_smc4_depleted_rep1_prometa_60min_15h_release_hemi_zoom5-01-86.czi #10.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,Prometaphase,NCIT,NCIT_C51030,One sister,SMC4-AID cell line. SMC4 tagged with mini-AID tag. OsTIR1F74G integrated into safe harbour locus for acute depletion of SMC4 upon addition of 5-Ph-IAA.,smc4_dep_prometa_one_sister,ENSG00000113810,SMC4,,sister_chromatid_labelling,smc4_dep_prometa_one_sister_cell_28,220124_5388_2056_c2_smc4_depleted_rep1_prometa_60min_15h_release_hemi_zoom5-01-86.czi #10.tif_registered.tif,idr_upload/images/experiment1/smc4_dep_prometa/smc4_dep_prometa_one_sister,processed,cyclin_b1,smc4,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
SMC4_Prometa_one_sister_labelled,220124_5388_2056_c2_smc4_depleted_rep2_prometa_60min_15h_release_hemi_zoom5-01-87.czi #02.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,Prometaphase,NCIT,NCIT_C51030,One sister,SMC4-AID cell line. SMC4 tagged with mini-AID tag. OsTIR1F74G integrated into safe harbour locus for acute depletion of SMC4 upon addition of 5-Ph-IAA.,smc4_dep_prometa_one_sister,ENSG00000113810,SMC4,,sister_chromatid_labelling,smc4_dep_prometa_one_sister_cell_29,220124_5388_2056_c2_smc4_depleted_rep2_prometa_60min_15h_release_hemi_zoom5-01-87.czi #02.tif_registered.tif,idr_upload/images/experiment1/smc4_dep_prometa/smc4_dep_prometa_one_sister,processed,cyclin_b1,smc4,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
