image_name	condition	spearman_correlation_coefficient	separation_score	figure_panel
5303_2108_ON_G2_ctrl_siRNA_wapl_smc4_depleted_prometa_hemi_zoom4.5_rep1_stain_scc1_cycb1-06-19.czi #4.tif_registered.tif	wapl_smc4_dep_prometa_one_sister_labelled	0.603399434404087	0.743429	Fig4b
5303_2108_ON_G2_ctrl_siRNA_wapl_smc4_depleted_prometa_hemi_zoom4.5_rep1_stain_scc1_cycb1-06-19.czi #5.tif_registered.tif	wapl_smc4_dep_prometa_one_sister_labelled	0.610345849435535	0.725169	Fig4b
5303_2108_ON_G2_ctrl_siRNA_wapl_smc4_depleted_prometa_hemi_zoom4.5_rep1_stain_scc1_cycb1-06-19.czi #6.tif_registered.tif	wapl_smc4_dep_prometa_one_sister_labelled	0.659636257692385	0.595593	Fig4b
5303_2108_ON_G2_ctrl_siRNA_wapl_smc4_depleted_prometa_hemi_zoom4.5_rep1_stain_scc1_cycb1-06-19.czi #7.tif_registered.tif	wapl_smc4_dep_prometa_one_sister_labelled	0.601052041269064	0.7496	Fig4b
5303_2108_ON_G2_ctrl_siRNA_wapl_smc4_depleted_prometa_hemi_zoom4.5_rep1_stain_scc1_cycb1-06-19.czi #8.tif_registered.tif	wapl_smc4_dep_prometa_one_sister_labelled	0.555468339509127	0.869431	Fig4b
5303_2108_wapl_smc4_depleted_ON_G2_hemi_prometa_zoom5_rep2_stain_smc4_cycb1-01-09.czi #1.tif_registered.tif	wapl_smc4_dep_prometa_one_sister_labelled	0.671199460423918	0.565196	Fig4b
5303_2108_wapl_smc4_depleted_ON_G2_hemi_prometa_zoom5_rep2_stain_smc4_cycb1-01-09.czi #6.tif_registered.tif	wapl_smc4_dep_prometa_one_sister_labelled	0.645230837355661	0.633463	Fig4b
230320_2108_compensation_wapl_smc4_dep_stlc_rep2_hemi-02-06.tif_registered.tif	wapl_smc4_dep_prometa_one_sister_labelled	0.693404698934447	0.506823	Fig4b
230320_2108_compensation_wapl_smc4_dep_stlc_rep2_hemi-02-12.tif_registered.tif	wapl_smc4_dep_prometa_one_sister_labelled	0.733252380849831	0.402071	Fig4b
230320_2108_compensation_wapl_smc4_dep_stlc_rep2_hemi-09-05.tif_registered.tif	wapl_smc4_dep_prometa_one_sister_labelled	0.705318684601333	0.475503	Fig4b
230320_2108_compensation_wapl_smc4_dep_stlc_rep2_hemi-18-07-09.tif_registered.tif	wapl_smc4_dep_prometa_one_sister_labelled	0.651748467166125	0.616329	Fig4b
230320_2108_compensation_wapl_smc4_dep_stlc_rep2_hemi-19-11.tif_registered.tif	wapl_smc4_dep_prometa_one_sister_labelled	0.642741193118429	0.640007	Fig4b
5303_2108_ON_G2_sor_siRNA_wapl_smc4_depleted_prometa_hemi_zoom4_8_smc4_cycb1-07-122.czi #01.tif_registered.tif	wapl_smc4_sor_dep_prometa_one_sister_labelled	0.529080743824197	0.938799	Fig4b
5303_2108_ON_G2_sor_siRNA_wapl_smc4_depleted_prometa_hemi_zoom4_8_smc4_cycb1-07-122.czi #02.tif_registered.tif	wapl_smc4_sor_dep_prometa_one_sister_labelled	0.532236506865211	0.930503	Fig4b
5303_2108_ON_G2_sor_siRNA_wapl_smc4_depleted_prometa_hemi_zoom4_8_smc4_cycb1-07-122.czi #05.tif_registered.tif	wapl_smc4_sor_dep_prometa_one_sister_labelled	0.681393979687701	0.538396	Fig4b
5303_2108_ON_G2_sor_siRNA_wapl_smc4_depleted_prometa_hemi_zoom4_8smc4_cycb1-07-122.czi #03.tif_registered.tif	wapl_smc4_sor_dep_prometa_one_sister_labelled	0.561219612715334	0.854312	Fig4b
5303_2108_ON_G2_sor_siRNA_wapl_smc4_depleted_prometa_hemi_zoom4_8smc4_cycb1-07-122.czi #04.tif_registered.tif	wapl_smc4_sor_dep_prometa_one_sister_labelled	0.549381952375883	0.885431	Fig4b
5303_2108_ON_G2_sor_siRNA_wapl_smc4_depleted_prometa_hemi_zoom4_8smc4_cycb1-07-122.czi #06.tif_registered.tif	wapl_smc4_sor_dep_prometa_one_sister_labelled	0.572546726183712	0.824535	Fig4b
5303_2108_ON_G2_sor_siRNA_wapl_smc4_depleted_prometa_hemi_zoom4_8smc4_cycb1-07-122.czi #07.tif_registered.tif	wapl_smc4_sor_dep_prometa_one_sister_labelled	0.53249148080896	0.929833	Fig4b
5303_2108_ON_G2_sor_siRNA_wapl_smc4_depleted_prometa_hemi_zoom4_8smc4_cycb1-07-122.czi #08.tif_registered.tif	wapl_smc4_sor_dep_prometa_one_sister_labelled	0.58556095907854	0.790323	Fig4b
5303_2108_ON_G2_sor_siRNA_wapl_smc4_depleted_prometa_hemi_zoom4_8smc4_cycb1-07-122.czi #09.tif_registered.tif	wapl_smc4_sor_dep_prometa_one_sister_labelled	0.550874805210414	0.881507	Fig4b
5303_2108_ON_G2_sor_siRNA_wapl_smc4_depleted_prometa_hemi_zoom4_8smc4_cycb1-07-122.czi #10.tif_registered.tif	wapl_smc4_sor_dep_prometa_one_sister_labelled	0.526011433960366	0.946868	Fig4b
5303_2108_ON_G2_sor_siRNA_wapl_sor_smc4_depleted_prometa_hemi_zoom4.5_stain_scc1_cycb1-01-26-27.tif_registered.tif	wapl_smc4_sor_dep_prometa_one_sister_labelled	0.510018334754547	0.988911	Fig4b
5303_2108_ON_G2_sor_siRNA_wapl_sor_smc4_depleted_prometa_hemi_zoom5_rep1_stain_scc1_cycb1-01-28.tif_registered.tif	wapl_smc4_sor_dep_prometa_one_sister_labelled	0.45276660159375	1.139415	Fig4b
5303_2108_ON_G2_sor_siRNA_wapl_sor_smc4_depleted_prometa_hemi_zoom5_rep1_stain_scc1_cycb1-07-24.czi #1.tif_registered.tif	wapl_smc4_sor_dep_prometa_one_sister_labelled	0.569400025955564	0.832808	Fig4b
5303_2108_ON_G2_sor_siRNA_wapl_sor_smc4_depleted_prometa_hemi_zoom5_rep1_stain_scc1_cycb1-07-24.czi #2.tif_registered.tif	wapl_smc4_sor_dep_prometa_one_sister_labelled	0.584428430337045	0.793301	Fig4b
5303_2108_ON_G2_sor_siRNA_wapl_sor_smc4_depleted_prometa_hemi_zoom5_rep1_stain_scc1_cycb1-07-24.czi #3.tif_registered.tif	wapl_smc4_sor_dep_prometa_one_sister_labelled	0.661800296803155	0.589905	Fig4b
5303_2108_ON_G2_sor_siRNA_wapl_sor_smc4_depleted_prometa_hemi_zoom5_rep1_stain_scc1_cycb1-07-24.czi #4.tif_registered.tif	wapl_smc4_sor_dep_prometa_one_sister_labelled	0.537943205070859	0.915502	Fig4b
5303_2108_ON_G2_sor_siRNA_wapl_sor_smc4_depleted_prometa_hemi_zoom5_rep1_stain_scc1_cycb1-07-24.czi #5.tif_registered.tif	wapl_smc4_sor_dep_prometa_one_sister_labelled	0.46367044686305	1.110751	Fig4b
5303_2108_ON_G2_sor_siRNA_wapl_sor_smc4_depleted_prometa_hemi_zoom5_rep1_stain_scc1_cycb1-07-24.czi #6.tif_registered.tif	wapl_smc4_sor_dep_prometa_one_sister_labelled	0.511860146862667	0.984069	Fig4b
5303_2108_ON_G2_sor_siRNA_wapl_sor_smc4_depleted_prometa_hemi_zoom5_rep1_stain_scc1_cycb1-07-24.czi #7.tif_registered.tif	wapl_smc4_sor_dep_prometa_one_sister_labelled	0.505409934662611	1.001025	Fig4b
5303_2108_ON_G2_sor_siRNA_wapl_sor_smc4_depleted_prometa_hemi_zoom5_rep1_stain_scc1_cycb1-07-24.czi #9.tif_registered.tif	wapl_smc4_sor_dep_prometa_one_sister_labelled	0.58257734769923	0.798167	Fig4b
5303_2108_wapl_sor_smc4_depleted_hemi_prometa_zoom5_rep2_stain_smc4_cycb1-02-08.czi #1.tif_registered.tif	wapl_smc4_sor_dep_prometa_one_sister_labelled	0.563955835148425	0.847119	Fig4b
5303_2108_wapl_sor_smc4_depleted_hemi_prometa_zoom5_rep2_stain_smc4_cycb1-02-08.czi #3.tif_registered.tif	wapl_smc4_sor_dep_prometa_one_sister_labelled	0.629716079420202	0.674248	Fig4b
5303_2108_wapl_sor_smc4_depleted_hemi_prometa_zoom5_rep2_stain_smc4_cycb1-02-08.czi #6.tif_registered.tif	wapl_smc4_sor_dep_prometa_one_sister_labelled	0.541628371458526	0.905814	Fig4b
230320_2108_compensation_wapl_smc4_sororin_dep_stlc_rep1_hemi-01-21-22.tif_registered.tif	wapl_smc4_sor_dep_prometa_one_sister_labelled	0.620724099333924	0.697886	Fig4b
230320_2108_compensation_wapl_smc4_sororin_dep_stlc_rep1_hemi-02-25.tif_registered.tif	wapl_smc4_sor_dep_prometa_one_sister_labelled	0.611241080521601	0.722815	Fig4b
230320_2108_compensation_wapl_smc4_sororin_dep_stlc_rep1_hemi-04-16-17.tif_registered.tif	wapl_smc4_sor_dep_prometa_one_sister_labelled	0.593343765558996	0.769864	Fig4b
230320_2108_compensation_wapl_smc4_sororin_dep_stlc_rep1_hemi-05-13-14.tif_registered.tif	wapl_smc4_sor_dep_prometa_one_sister_labelled	0.595611418573614	0.763903	Fig4b
230320_2108_compensation_wapl_smc4_sororin_dep_stlc_rep1_hemi-17-20.tif_registered.tif	wapl_smc4_sor_dep_prometa_one_sister_labelled	0.586573100077009	0.787663	Fig4b
230316_2108_ctrl_rep1_hemi_stlc_60min_zoom5-02-02.czi #1.tif_registered.tif	ctrl_60min_stlc_one_sister_labelled	64.2527699756597	1.211014	Fig4e
230316_2108_ctrl_rep1_hemi_stlc_60min_zoom5-02-02.czi #2.tif_registered.tif	ctrl_60min_stlc_one_sister_labelled	52.1226717558526	1.095816	Fig4e
230316_2108_ctrl_rep1_hemi_stlc_60min_zoom5-04-06.czi #1.tif_registered.tif	ctrl_60min_stlc_one_sister_labelled	75.879684254517	1.128817	Fig4e
230316_2108_ctrl_rep1_hemi_stlc_60min_zoom5-04-06.czi #2.tif_registered.tif	ctrl_60min_stlc_one_sister_labelled	62.3532773068514	0.993848	Fig4e
230316_2108_ctrl_rep1_hemi_stlc_60min_zoom5-05-03.tif_registered.tif	ctrl_60min_stlc_one_sister_labelled	72.1481373166295	1.101955	Fig4e
230316_2108_ctrl_rep1_hemi_stlc_60min_zoom5-06-04.tif_registered.tif	ctrl_60min_stlc_one_sister_labelled	67.4325239082381	1.146206	Fig4e
230316_2108_ctrl_rep1_hemi_stlc_60min_zoom5-06-12.tif_registered.tif	ctrl_60min_stlc_one_sister_labelled	83.2603830953752	1.193576	Fig4e
230316_2108_ctrl_rep1_hemi_stlc_60min_zoom5-07-05.tif_registered.tif	ctrl_60min_stlc_one_sister_labelled	89.1272567890448	1.261457	Fig4e
230316_2108_ctrl_rep2_hemi_stlc_60min_zoom5-02-07.tif_registered.tif	ctrl_60min_stlc_one_sister_labelled	79.9209136656163	1.16857	Fig4e
230316_2108_ctrl_rep2_hemi_stlc_60min_zoom5-02-10.tif_registered.tif	ctrl_60min_stlc_one_sister_labelled	70.2708125178312	1.352057	Fig4e
230316_2108_ctrl_rep2_hemi_stlc_60min_zoom5-03-11.tif_registered.tif	ctrl_60min_stlc_one_sister_labelled	77.6433653341677	1.114903	Fig4e
230316_2108_ctrl_rep2_hemi_stlc_60min_zoom5-04-08.czi #1.tif_registered.tif	ctrl_60min_stlc_one_sister_labelled	69.2120964127755	1.141278	Fig4e
230316_2108_ctrl_rep2_hemi_stlc_60min_zoom5-04-08.czi #2.tif_registered.tif	ctrl_60min_stlc_one_sister_labelled	62.4038894919947	1.139088	Fig4e
230316_2108_ctrl_rep2_hemi_stlc_60min_zoom5-05-09.czi #1.tif_registered.tif	ctrl_60min_stlc_one_sister_labelled	78.5284776379403	1.143325	Fig4e
230316_2108_ctrl_rep2_hemi_stlc_60min_zoom5-05-09.czi #2.tif_registered.tif	ctrl_60min_stlc_one_sister_labelled	73.3321152413803	1.270428	Fig4e
230316_2108_ctrl_rep2_hemi_stlc_60min_zoom5-07-13-14.tif_registered.tif	ctrl_60min_stlc_one_sister_labelled	62.9284400546408	1.014555	Fig4e
230316_2108_ctrl_2h_smc4_dep_rep1_hemi_stlc_60min_zoom5-04-40.tif_registered.tif	prometa_smc4_dep_120min_one_sister_labelled	83.0991986429531	0.574126	Fig4e
230316_2108_ctrl_2h_smc4_dep_rep1_hemi_stlc_60min_zoom5-05-41.czi #1.tif_registered.tif	prometa_smc4_dep_120min_one_sister_labelled	79.1211343072437	0.409376	Fig4e
230316_2108_ctrl_2h_smc4_dep_rep1_hemi_stlc_60min_zoom5-05-41.czi #2.tif_registered.tif	prometa_smc4_dep_120min_one_sister_labelled	76.0894777712983	0.703598	Fig4e
230316_2108_ctrl_2h_smc4_dep_rep1_hemi_stlc_60min_zoom5-05-41.czi #3.tif_registered.tif	prometa_smc4_dep_120min_one_sister_labelled	83.5644568303918	0.641498	Fig4e
230316_2108_ctrl_2h_smc4_dep_rep1_hemi_stlc_60min_zoom5-05-41.czi #4.tif_registered.tif	prometa_smc4_dep_120min_one_sister_labelled	88.3572571596614	0.438466	Fig4e
230316_2108_ctrl_2h_smc4_dep_rep1_hemi_stlc_60min_zoom5-09-42.czi #1.tif_registered.tif	prometa_smc4_dep_120min_one_sister_labelled	85.063325342393	0.66363	Fig4e
230316_2108_ctrl_2h_smc4_dep_rep1_hemi_stlc_60min_zoom5-09-42.czi #2.tif_registered.tif	prometa_smc4_dep_120min_one_sister_labelled	100.256462323762	0.709714	Fig4e
230316_2108_ctrl_2h_smc4_dep_rep1_hemi_stlc_60min_zoom5-09-42.czi #3.tif_registered.tif	prometa_smc4_dep_120min_one_sister_labelled	63.26523142913	1.162514	Fig4e
230316_2108_ctrl_2h_smc4_dep_rep1_hemi_stlc_60min_zoom5-09-42.czi #4.tif_registered.tif	prometa_smc4_dep_120min_one_sister_labelled	71.7527212738608	0.390232	Fig4e
230316_2108_ctrl_2h_smc4_dep_rep2_hemi_stlc_60min_zoom5-01-46.czi #2.tif_registered.tif	prometa_smc4_dep_120min_one_sister_labelled	62.839367950444	0.390296	Fig4e
230316_2108_ctrl_2h_smc4_dep_rep2_hemi_stlc_60min_zoom5-02-47.czi #1.tif_registered.tif	prometa_smc4_dep_120min_one_sister_labelled	86.5925077489259	0.386842	Fig4e
230316_2108_ctrl_2h_smc4_dep_rep2_hemi_stlc_60min_zoom5-02-47.czi #2.tif_registered.tif	prometa_smc4_dep_120min_one_sister_labelled	125.078867996762	0.459232	Fig4e
230316_2108_ctrl_2h_smc4_dep_rep2_hemi_stlc_60min_zoom5-02-47.czi #3.tif_registered.tif	prometa_smc4_dep_120min_one_sister_labelled	90.9929634872957	0.75746	Fig4e
230316_2108_ctrl_2h_smc4_dep_rep2_hemi_stlc_60min_zoom5-03-48.tif_registered.tif	prometa_smc4_dep_120min_one_sister_labelled	110.116089905557	0.794428	Fig4e
230316_2108_ctrl_2h_smc4_dep_rep2_hemi_stlc_60min_zoom5-04-43-45.tif_registered.tif	prometa_smc4_dep_120min_one_sister_labelled	84.1500358062583	0.707681	Fig4e
230316_2108_ctrl_4h_smc4_dep_rep1_hemi_stlc_60min_zoom5-06-25.tif_registered.tif	prometa_smc4_dep_240min_one_sister_labelled	75.3210806385422	1.08146	Fig4e
230316_2108_ctrl_4h_smc4_dep_rep1_hemi_stlc_60min_zoom5-15-18-20.tif_registered.tif	prometa_smc4_dep_240min_one_sister_labelled	58.2432740821667	0.322776	Fig4e
230316_2108_ctrl_4h_smc4_dep_rep1_hemi_stlc_60min_zoom5-18-26.tif_registered.tif	prometa_smc4_dep_240min_one_sister_labelled	64.4379918774902	1.011536	Fig4e
230316_2108_ctrl_4h_smc4_dep_rep1_hemi_stlc_60min_zoom5-19-27.czi #1.tif_registered.tif	prometa_smc4_dep_240min_one_sister_labelled	68.7644656882363	0.371348	Fig4e
230316_2108_ctrl_4h_smc4_dep_rep1_hemi_stlc_60min_zoom5-19-27.czi #2.tif_registered.tif	prometa_smc4_dep_240min_one_sister_labelled	72.8138411238574	0.443227	Fig4e
230316_2108_ctrl_4h_smc4_dep_rep1_hemi_stlc_60min_zoom5-20-28.czi #1.tif_registered.tif	prometa_smc4_dep_240min_one_sister_labelled	62.1485583627229	0.558963	Fig4e
230316_2108_ctrl_4h_smc4_dep_rep1_hemi_stlc_60min_zoom5-20-28.czi #2.tif_registered.tif	prometa_smc4_dep_240min_one_sister_labelled	70.7809406108323	0.582059	Fig4e
230316_2108_ctrl_4h_smc4_dep_rep1_hemi_stlc_60min_zoom5-20-28.czi #3.tif_registered.tif	prometa_smc4_dep_240min_one_sister_labelled	84.640132691419	0.782296	Fig4e
230316_2108_ctrl_4h_smc4_dep_rep1_hemi_stlc_60min_zoom5-20-28.czi #4.tif_registered.tif	prometa_smc4_dep_240min_one_sister_labelled	71.4879087062113	0.555072	Fig4e
230316_2108_ctrl_4h_smc4_dep_rep1_hemi_stlc_60min_zoom5-20-28.czi #5.tif_registered.tif	prometa_smc4_dep_240min_one_sister_labelled	71.0206473979886	0.429731	Fig4e
230316_2108_ctrl_4h_smc4_dep_rep1_hemi_stlc_60min_zoom5-20-28.czi #6.tif_registered.tif	prometa_smc4_dep_240min_one_sister_labelled	77.021596642803	0.575372	Fig4e
230316_2108_ctrl_4h_smc4_dep_rep1_hemi_stlc_60min_zoom5-20-28.czi #7.tif_registered.tif	prometa_smc4_dep_240min_one_sister_labelled	106.673259443342	0.349812	Fig4e
230316_2108_ctrl_4h_smc4_dep_rep2_hemi_stlc_60min_zoom5-01-39.czi #1.tif_registered.tif	prometa_smc4_dep_240min_one_sister_labelled	89.6299065644522	0.240808	Fig4e
230316_2108_ctrl_4h_smc4_dep_rep2_hemi_stlc_60min_zoom5-01-39.czi #2.tif_registered.tif	prometa_smc4_dep_240min_one_sister_labelled	70.7140363766455	0.527088	Fig4e
230316_2108_ctrl_4h_smc4_dep_rep2_hemi_stlc_60min_zoom5-03-37.czi #1.tif_registered.tif	prometa_smc4_dep_240min_one_sister_labelled	99.3308869801518	0.433719	Fig4e
230316_2108_ctrl_4h_smc4_dep_rep2_hemi_stlc_60min_zoom5-03-37.czi #2.tif_registered.tif	prometa_smc4_dep_240min_one_sister_labelled	102.977234514025	0.77682	Fig4e
230316_2108_ctrl_4h_smc4_dep_rep2_hemi_stlc_60min_zoom5-03-37.czi #3.tif_registered.tif	prometa_smc4_dep_240min_one_sister_labelled	117.951363623006	0.696715	Fig4e
230316_2108_ctrl_4h_smc4_dep_rep2_hemi_stlc_60min_zoom5-04-38.tif_registered.tif	prometa_smc4_dep_240min_one_sister_labelled	109.114930137696	0.676823	Fig4e
230316_2108_ctrl_4h_smc4_dep_rep2_hemi_stlc_60min_zoom5-06-29-30.tif_registered.tif	prometa_smc4_dep_240min_one_sister_labelled	85.9930404689568	0.26726	Fig4e
230316_2108_ctrl_4h_smc4_dep_rep2_hemi_stlc_60min_zoom5-07-Split Scenes-33-36.tif_registered.tif	prometa_smc4_dep_240min_one_sister_labelled	109.551209844459	0.561792	Fig4e
